objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_g1,diff_i,diff_z
1237660412652814403,144.56756,7.9713122,17.8639,16.94742,16.69422,16.61216,16.5881,17.85984,16.96085,16.69991,16.61745,16.58971,-8.509744E-05,0.9164848,0.2531929,0.08206558,0.0240593,STAR,0.004060745,-0.01343346,-0.005685806,-0.005289078,-0.00161171
1237657628436463633,128.23722,34.633396,16.40121,15.33259,15.00587,14.90677,14.91805,16.42889,15.34734,15.02061,14.90968,14.92377,0.0002646821,1.068624,0.326725,0.09909916,-0.01128483,STAR,-0.02767372,-0.01474571,-0.01474285,-0.002914429,-0.00571537
1237657773928808659,127.97831,34.202508,19.5878,18.5915,18.34018,18.26665,18.284,19.5821,18.61866,18.33925,18.26021,18.2885,-5.638376E-05,0.9963017,0.2513161,0.07352829,-0.01734734,STAR,0.005699158,-0.02716446,0.0009365082,0.006444931,-0.004495621
1237657628436463794,128.29988,34.670995,20.69609,18.30329,16.85887,16.26878,16.03514,20.77969,18.37272,17.00218,16.40381,16.125,0.0001551769,2.392794,1.444426,0.5900917,0.2336369,STAR,-0.08360291,-0.06942558,-0.1433086,-0.1350384,-0.08986282
1237657628436725971,128.95682,34.956915,20.0515,19.89152,19.98544,20.11466,20.50257,20.07426,19.90006,19.97866,20.08707,20.43322,0.004035576,0.1599827,-0.09391975,-0.1292191,-0.3879108,STAR,-0.02275848,-0.0085392,0.006780624,0.0275898,0.06934547
1237657773928742926,127.85259,34.0882,17.71786,16.94879,16.68829,16.58747,16.56809,17.75073,16.97235,16.68594,16.58528,16.57516,-0.0006181557,0.7690659,0.2605019,0.1008148,0.01937866,STAR,-0.03287315,-0.02355576,0.002349854,0.002189636,-0.007064819
1237657628436136851,127.79116,34.118087,23.48713,21.99927,20.10131,19.43276,18.7838,23.17535,21.98996,20.02812,19.42891,18.76819,-4.613774E-05,1.487852,1.897966,0.6685467,0.6489601,STAR,0.3117733,0.009317398,0.07318687,0.003854752,0.01561165
1237658206102946293,127.87325,34.456892,23.85794,22.15375,20.52975,18.37223,17.14055,23.64149,22.19449,20.59015,18.39587,17.17653,-1.078355E-05,1.704193,1.623991,2.157522,1.23168,STAR,0.2164536,-0.0407486,-0.06039238,-0.02363968,-0.0359745
1237658206103274336,128.62498,35.004833,23.82279,22.66063,21.26767,19.37258,18.28632,23.5505,22.64885,21.33604,19.4088,18.34001,8.828963E-05,1.162155,1.392965,1.895084,1.086266,STAR,0.2722836,0.01178551,-0.06837082,-0.03621292,-0.05368805
1237657774466138151,128.63831,35.159304,17.68455,17.3006,17.54978,17.7887,18.05364,17.69667,17.33711,17.54201,17.78669,18.05095,-4.155304E-05,0.3839493,-0.2491856,-0.2389164,-0.2649403,STAR,-0.01212883,-0.0365181,0.007774353,0.002004623,0.002685547
1237657774466204253,128.85127,35.223024,24.76285,22.6147,21.1898,19.30559,18.2471,24.75173,22.63955,21.18455,19.3112,18.23346,-7.89237E-06,2.148146,1.424902,1.884212,1.058491,STAR,0.01111603,-0.02484322,0.005247116,-0.005617142,0.01363945
1237664869744706690,127.5376,34.406772,25.02468,24.97325,23.02072,20.33373,18.71359,24.92042,24.92737,23.00135,20.33104,18.72227,-4.857004E-05,0.05143356,1.952532,2.686987,1.620136,STAR,0.1042595,0.04587555,0.01936913,0.002689362,-0.008674622
1237657628436070589,127.55029,34.080157,16.2028,15.20141,15.12629,15.11585,15.20575,16.18342,15.22967,15.12187,15.12323,15.1929,-0.0001183473,1.001388,0.07511806,0.01043987,-0.08989334,STAR,0.01938248,-0.02826023,0.004418373,-0.007380486,0.01285076
1237674365922902417,128.42941,35.081752,23.44172,21.66856,20.29691,18.97958,18.22082,23.40331,21.6877,20.33882,19.00313,18.25311,-4.533085E-05,1.773163,1.371647,1.317329,0.7587662,STAR,0.03841209,-0.01913834,-0.04190254,-0.02354622,-0.03229332
1237657774466072642,128.50998,35.104827,19.01654,17.86061,17.84062,17.90122,17.97273,19.00351,17.87469,17.83899,17.90644,17.97152,-0.0004901824,1.155924,0.01999664,-0.060606,-0.07151031,STAR,0.01303291,-0.01407242,0.00163269,-0.005218506,0.001214981
1237674288611328065,127.30278,34.576668,18.40004,16.70455,16.05262,15.82696,15.72422,18.37949,16.69144,16.04536,15.82796,15.72255,0.0003472386,1.695496,0.6519299,0.2256622,0.1027327,STAR,0.0205574,0.0131073,0.007255554,-0.001001358,0.00166893
1237674288611328058,127.28781,34.564504,18.25772,16.70533,16.09866,15.98176,15.93404,18.2533,16.69695,16.09805,15.9787,15.92767,5.901344E-05,1.552393,0.6066723,0.1168947,0.04772663,STAR,0.004419327,0.008377075,0.0006027222,0.003065109,0.006369591
1237657628436070404,127.37742,34.060918,17.37297,16.07556,16.28895,16.40797,16.52839,17.37228,16.09382,16.29806,16.41111,16.53604,0.0005306895,1.297419,-0.2133923,-0.1190224,-0.1204147,STAR,0.0006904602,-0.01826096,-0.009115219,-0.003139496,-0.007656097
1237674288611328060,127.28164,34.594959,18.39622,17.3255,17.00359,16.90766,16.90158,18.39676,17.32502,17.00452,16.90856,16.89974,0.0001444156,1.070721,0.3219109,0.0959301,0.006074905,STAR,-0.0005378723,0.0004825592,-0.0009307861,-0.0009040833,0.001842499
1237664870818644242,128.04394,35.224647,19.5109,19.04669,19.24834,19.44995,19.74968,19.49709,19.06159,19.29309,19.47802,19.78637,0.0002626973,0.4642086,-0.2016544,-0.2016029,-0.2997322,STAR,0.0138073,-0.0148983,-0.04475212,-0.02807236,-0.03668976
1237657628973334888,127.95998,34.980012,25.51767,21.25865,19.67126,17.63062,16.47737,25.24814,21.26435,19.68971,17.62833,16.4934,-6.654135E-05,4.259014,1.587393,2.040638,1.15325,STAR,0.2695217,-0.005699158,-0.01845551,0.002292633,-0.01602745
1237674365922574670,127.56959,34.926116,20.62427,18.46813,17.01103,15.56539,14.73503,20.63608,18.44709,16.9955,15.55491,14.72766,-2.852753E-05,2.156137,1.457096,1.445642,0.8303623,STAR,-0.0118103,0.02103996,0.01553535,0.01048279,0.007369995
1237657629510140090,127.48167,35.158873,21.87121,19.05479,17.63628,16.81874,16.32258,22.09744,19.33139,17.93025,17.18338,16.67863,-1.794314E-05,2.816423,1.418512,0.8175335,0.4961643,STAR,-0.2262249,-0.2766018,-0.2939739,-0.3646374,-0.3560467
1237657629510074594,127.35793,35.031394,19.19421,18.31042,18.08535,17.99334,18.01653,19.18279,18.30364,18.09537,18.01136,18.01668,-0.0006830872,0.8837814,0.2250767,0.09200668,-0.02318382,STAR,0.01141548,0.006780624,-0.01002502,-0.01802254,-0.0001564026
1237657629510009029,127.37021,34.956851,17.65717,16.8105,16.52048,16.42486,16.41113,17.66038,16.81475,16.52444,16.42854,16.41075,0.0009524301,0.8466702,0.29002,0.09561729,0.0137291,STAR,-0.003211975,-0.004249573,-0.003965378,-0.003675461,0.0003852844
1237664870281511171,127.35191,34.875264,22.18782,20.11152,19.38618,19.10367,18.85195,22.1513,20.11189,19.38183,19.10001,18.86806,-8.447472E-05,2.076302,0.725338,0.2825069,0.2517262,STAR,0.03652,-0.0003681183,0.004350662,0.003662109,-0.0161171
1237664870281577189,127.53947,34.782042,24.42549,21.92483,20.42705,19.45005,18.94046,24.22282,21.92032,20.4143,19.44594,18.92051,-0.0001382649,2.500652,1.49778,0.9770069,0.5095863,STAR,0.2026672,0.004516602,0.01274872,0.004102707,0.01995468
1237674365922574791,127.5104,34.92067,23.20757,22.51041,21.007,18.81059,17.54399,22.79432,22.49821,21.00693,18.81304,17.53205,1.020442E-05,0.6971607,1.503408,2.196411,1.266596,STAR,0.4132538,0.01219749,7.43866E-05,-0.002447128,0.01194763
1237657628972875894,127.02682,34.340069,18.58896,17.55175,17.29984,17.21647,17.22181,18.59264,17.55322,17.29424,17.18064,17.21071,8.446363E-05,1.037214,0.2519073,0.08337212,-0.005336761,STAR,-0.003671646,-0.001464844,0.005601883,0.03582764,0.01109886
1237657628972941324,127.15124,34.273891,17.72477,16.9028,16.66542,16.57774,16.58439,17.70631,16.91997,16.65644,16.54425,16.57106,-0.0004755397,0.8219643,0.237381,0.087677,-0.006643295,STAR,0.01845932,-0.01716423,0.008975983,0.03349304,0.01332474
1237657628972876043,127.13995,34.258789,21.27356,18.78623,17.48678,16.82346,16.4225,21.2355,18.76515,17.47328,16.81323,16.43435,0.0002924554,2.487322,1.29945,0.6633244,0.4009609,STAR,0.03805351,0.02108574,0.01350784,0.0102253,-0.01184845
1237657628972941579,127.20069,34.390172,19.31414,18.1323,18.26019,18.40486,18.49698,19.31116,18.13476,18.26458,18.39916,18.4856,2.485834E-05,1.181837,-0.1278877,-0.1446762,-0.09211349,STAR,0.002973557,-0.00246048,-0.004396439,0.005702972,0.01137352
1237657628435939510,127.246,33.940139,17.59308,16.52878,16.22809,16.15163,16.16489,17.58963,16.51893,16.22672,16.15899,16.15553,8.920035E-05,1.064306,0.3006916,0.07645226,-0.01325417,STAR,0.003454208,0.009843826,0.001371384,-0.007360458,0.009355545
1237657774465417299,127.15932,34.101011,18.11603,16.85963,16.82586,16.84786,16.88321,18.11705,16.87792,16.82033,16.86519,16.88008,0.0005107077,1.256399,0.0337677,-0.02200508,-0.03534889,STAR,-0.001028061,-0.0182972,0.005525589,-0.01732445,0.003128052
1237657774465417445,127.12252,34.126525,19.89413,18.81026,18.64257,18.58773,18.58149,19.86799,18.81521,18.65611,18.60589,18.59781,0.0001361278,1.083874,0.1676922,0.05483246,0.006242752,STAR,0.02613831,-0.004953384,-0.01354408,-0.01815414,-0.01631737
1237674289148199258,127.2175,35.093165,20.05771,17.60557,16.41307,15.84313,15.51926,20.06336,17.6197,16.43988,15.86427,15.52907,0.000218802,2.452135,1.192507,0.5699329,0.3238745,STAR,-0.005651474,-0.01412201,-0.0268116,-0.02114105,-0.009805679
1237657629510009412,127.15269,35.010177,19.96734,19.93908,20.36627,20.62717,20.6285,19.96742,19.94325,20.37471,20.61798,20.63369,8.769095E-05,0.02825928,-0.4271908,-0.2609024,-0.001331329,STAR,-8.773804E-05,-0.004171371,-0.008441925,0.009191513,-0.005189896
1237674289148133704,127.0252,35.078067,21.23296,18.77078,17.30596,16.66203,16.21579,21.23851,18.7837,17.35798,16.66613,16.29056,-2.76435E-05,2.462177,1.464825,0.6439285,0.4462376,STAR,-0.00554657,-0.01291466,-0.05202675,-0.004102707,-0.07476997
1237657629510009230,127.20075,35.034707,18.82799,17.84479,17.6768,17.64393,17.64137,18.80875,17.8451,17.69189,17.66353,17.64741,-0.000338137,0.9831944,0.1679935,0.03286743,0.002557755,STAR,0.01924133,-0.0003070831,-0.01508713,-0.01960182,-0.006031036
1237657628972744848,126.82512,34.100048,18.1602,16.99603,16.60196,16.48318,16.47634,18.14829,17.01236,16.58654,16.48279,16.48507,7.535695E-07,1.164164,0.3940773,0.1187801,0.006835938,STAR,0.01190948,-0.01632309,0.01541328,0.0003890991,-0.008728027
1237657630046683623,126.55707,34.86429,20.2064,20.09234,20.29332,20.553,21.03209,20.18887,20.10537,20.3047,20.55945,20.96321,0.0005792317,0.1140614,-0.200985,-0.2596741,-0.4790955,STAR,0.01752853,-0.01303482,-0.01137543,-0.006456375,0.0688858
1237674289148068034,126.91664,34.933958,18.1125,16.95492,17.097,17.24099,17.32478,18.10264,16.96089,17.09756,17.25541,17.32089,-0.0001109599,1.157581,-0.142086,-0.1439819,-0.08378983,STAR,0.0098629,-0.005971909,-0.0005531311,-0.01442909,0.003883362
1237657629509878353,126.95879,34.859305,24.83396,21.8424,20.31666,19.83246,19.46805,24.7284,21.81072,20.27214,19.77219,19.39654,-0.000121439,2.991556,1.52574,0.4842014,0.3644104,STAR,0.1055565,0.03167915,0.04452515,0.0602684,0.07151031
1237657630046814427,126.76045,35.175293,20.01181,18.93143,18.71526,18.65694,18.64195,20.01442,18.93357,18.71945,18.65804,18.63882,0.0001239776,1.080379,0.2161713,0.05832291,0.01498985,STAR,-0.002605438,-0.002140045,-0.004184723,-0.001098633,0.003128052
1237657629509747635,126.75254,34.573033,25.43388,22.83105,21.28567,19.36932,18.29204,25.43099,22.83449,21.28032,19.37555,18.2884,0.0002142919,2.602839,1.545376,1.916346,1.07728,STAR,0.002889633,-0.003446579,0.005344391,-0.006225586,0.003639221
1237657629509746954,126.7049,34.55355,19.60096,18.48951,18.53996,18.62712,18.7053,19.59331,18.49953,18.5274,18.62805,18.69025,-0.0005499052,1.111458,-0.05044937,-0.08716774,-0.07817459,STAR,0.00765419,-0.0100193,0.01255608,-0.0009307861,0.01504326
1237657629509812410,126.71959,34.682303,18.80246,17.7624,17.45634,17.37174,17.34921,18.79292,17.76244,17.47297,17.30613,17.36611,-3.810931E-05,1.040062,0.3060627,0.08460045,0.02252769,STAR,0.009544373,-3.433228E-05,-0.01663589,0.06561279,-0.01690102
1237657241353322517,126.36785,35.036404,19.79206,19.0121,18.7299,18.68538,18.8003,19.7754,18.9907,18.7475,18.697,18.80689,6.827103E-05,0.7799625,0.2821999,0.04451752,-0.1149197,STAR,0.01665878,0.02140236,-0.0175972,-0.01162148,-0.00658989
1237657630583554167,126.16902,35.150342,20.39449,19.16513,18.59255,18.49927,18.4116,20.43675,19.19254,18.67115,18.51485,18.4632,0.0001409789,1.229357,0.5725803,0.09328651,0.08767128,STAR,-0.04225731,-0.02740669,-0.07859993,-0.01557922,-0.05160522
1237657241353322577,126.36526,35.012736,17.2486,16.36518,16.02081,15.90508,15.86996,17.26537,16.38322,16.03401,15.91412,15.87491,-4.93137E-05,0.8834248,0.3443699,0.1157312,0.03511238,STAR,-0.0167675,-0.01804733,-0.01319885,-0.009044647,-0.004942894
1237657630046552390,126.20178,34.825807,23.0361,20.26369,18.68379,17.92623,17.2509,22.77817,20.34381,18.80755,18.06456,17.41537,0.0002117655,2.772415,1.579893,0.7575626,0.6753292,STAR,0.2579346,-0.0801239,-0.1237526,-0.1383286,-0.164465
1237657630584013062,127.16062,35.91595,18.9444,17.92471,17.66109,17.60305,17.59431,18.92728,17.93514,17.66512,17.60403,17.58092,7.900495E-05,1.019695,0.2636242,0.05803871,0.008737564,STAR,0.01712799,-0.01043129,-0.004037857,-0.0009803772,0.01338577
1237674290222071847,127.27741,35.92212,17.80781,17.83024,17.51222,17.27556,17.11362,17.82067,17.84295,17.51642,17.28104,17.12106,-6.128816E-05,-0.02242279,0.3180161,0.23666,0.1619396,STAR,-0.01285553,-0.01271248,-0.004203796,-0.005477905,-0.007434845
1237657630583881837,126.90813,35.715784,20.22361,19.31277,19.10201,18.98649,18.93689,20.22142,19.32071,19.1214,19.01332,18.94309,-2.799524E-05,0.910841,0.2107601,0.1155205,0.04959679,STAR,0.002189636,-0.007944107,-0.01938629,-0.02682877,-0.006193161
1237657776076292150,126.72655,35.34041,18.55732,17.54027,17.35731,17.31474,17.35657,18.54455,17.54023,17.36071,17.30598,17.35641,-1.814459E-05,1.017048,0.1829605,0.04257393,-0.04183388,STAR,0.01277161,3.623962E-05,-0.003398895,0.008750916,0.0001564026
1237664870818054363,126.40488,35.276549,19.36084,19.02299,19.18281,19.36233,19.53538,19.37519,19.01175,19.18058,19.36998,19.53226,-7.107683E-05,0.337841,-0.159811,-0.1795273,-0.1730423,STAR,-0.01434898,0.01124954,0.002227783,-0.007650375,0.003112793
