objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_g1,diff_i,diff_z
1237657628436660309,128.73536,34.877819,18.484,18.37902,18.38079,18.33973,18.18444,18.48176,18.40272,18.39317,18.32595,18.17793,2.041008,0.1049843,-0.00177002,0.04106331,0.1552849,QSO,0.002244949,-0.0236969,-0.01238251,0.01377678,0.006515503
1237657628436594943,128.58394,34.813151,19.91827,19.50107,19.00927,18.78671,18.82438,19.91702,19.52352,19.0273,18.7974,18.83318,1.406643,0.417202,0.4917984,0.2225533,-0.03766251,QSO,0.001253128,-0.02244949,-0.01803589,-0.01068687,-0.008806229
1237657628436070449,127.54249,33.983183,19.47227,19.28502,19.03623,19.05833,19.04316,19.50636,19.29595,19.03925,19.05819,19.06194,1.082596,0.1872406,0.2487965,-0.02210236,0.01516724,QSO,-0.03409576,-0.01092339,-0.00302124,0.0001411438,-0.01878166
1237657628973072592,127.5015,34.544119,19.79261,19.21786,19.03681,19.00033,18.82065,19.82314,19.25811,19.07588,19.06986,18.88019,0.7392626,0.5747585,0.1810436,0.03647995,0.1796837,QSO,-0.03052521,-0.04025841,-0.03907013,-0.06953239,-0.05953979
1237657774466073365,128.52891,35.100795,22.65362,20.78778,19.6095,18.95252,18.55787,22.88793,21.03849,19.86801,19.27827,18.90593,0.4705028,1.865831,1.178284,0.6569786,0.3946533,QSO,-0.2343159,-0.2507057,-0.2585125,-0.3257465,-0.3480568
1237657628973596886,128.56249,35.220965,19.5265,19.17177,18.95506,18.83792,18.69466,19.51896,19.18187,18.9572,18.83988,18.70523,1.963502,0.3547306,0.2167091,0.1171398,0.143261,QSO,0.007535934,-0.01010323,-0.002141953,-0.001960754,-0.01057625
1237674288611393658,127.35621,34.707707,19.28258,17.77624,16.80075,16.31416,15.95847,20.50312,19.29956,18.47841,17.96726,17.67255,0.1107467,1.506334,0.9754906,0.4865952,0.3556852,QSO,-1.220549,-1.523317,-1.677656,-1.653109,-1.714084
1237657628973465912,128.31281,35.113147,19.38298,19.17055,18.88212,19.08519,19.20175,19.3962,19.17731,18.89223,19.09304,19.20197,1.097581,0.2124329,0.2884254,-0.2030735,-0.1165581,QSO,-0.01322174,-0.00676918,-0.01011467,-0.007846832,-0.0002155304
1237657628973334726,127.94071,34.945866,19.13783,19.13152,18.95074,18.96331,19.04158,19.15119,19.14753,18.98079,18.98644,19.07949,1.220227,0.006307602,0.1807804,-0.01256752,-0.07827187,QSO,-0.01336098,-0.01600647,-0.03004456,-0.02312851,-0.03790474
1237674365922705431,127.79857,34.991042,18.07226,17.88334,17.89479,17.80982,17.60903,18.09823,17.91903,17.95587,17.90182,17.68566,0.4380185,0.188921,-0.01144791,0.08496475,0.200798,QSO,-0.02597237,-0.03569221,-0.06107712,-0.09199142,-0.07663155
1237657629510140022,127.63924,35.112767,18.84315,18.5725,18.48178,18.3681,18.48796,18.88239,18.57777,18.49162,18.35605,18.51914,1.44887,0.270649,0.09071159,0.1136875,-0.1198616,QSO,-0.03924179,-0.005275726,-0.009838104,0.012043,-0.03118515
1237657629510271226,127.8383,35.250787,19.6762,19.31535,19.39513,19.32441,19.28381,19.65756,19.32572,19.41427,19.36233,19.32191,0.669376,0.3608532,-0.07978249,0.07072067,0.04059792,QSO,0.01863861,-0.01037407,-0.01913643,-0.03792,-0.0381012
1237674365922574638,127.54239,34.888971,19.55462,19.37883,19.35299,19.25076,19.15142,19.54655,19.39823,19.38349,19.30764,19.21516,0.7457905,0.175787,0.02584457,0.1022263,0.09933853,QSO,0.008071899,-0.01939964,-0.03050232,-0.05688095,-0.06373978
1237657628972875789,127.04556,34.160144,18.0715,17.8731,17.86214,17.77287,17.8147,18.07525,17.88642,17.8685,17.79051,17.81274,1.544484,0.1984024,0.01095581,0.08927536,-0.04183197,QSO,-0.003749847,-0.01331711,-0.0063591,-0.01763916,0.001958847
1237664869744509406,126.98696,34.447003,20.44689,20.32151,20.30637,20.09538,19.82087,20.45132,20.33747,20.3312,20.11577,19.86469,2.044881,0.1253777,0.01513863,0.2109909,0.2745113,QSO,-0.004436493,-0.01596451,-0.02482796,-0.02039146,-0.04381752
1237657630046748917,126.63239,35.095339,19.81662,19.23186,18.9172,18.62556,18.39295,19.84114,19.26572,18.96145,18.69572,18.46572,0.6930203,0.5847626,0.314661,0.2916393,0.2326088,QSO,-0.02451706,-0.03386497,-0.04425049,-0.07015991,-0.07277489
1237674365922181164,126.47056,34.66993,18.48548,18.3672,18.17547,18.43408,17.77494,18.49795,18.40274,18.21467,18.49201,17.83674,0.3202739,0.1182766,0.1917286,-0.2586021,0.6591396,QSO,-0.01247025,-0.03553581,-0.03919601,-0.05793571,-0.06180763
1237664869744377957,126.58273,34.292474,19.08399,19.16003,18.828,18.76014,18.83072,19.10201,19.18071,18.81964,18.77533,18.83233,1.292269,-0.07604218,0.3320313,0.06785583,-0.07057381,QSO,-0.01802063,-0.02067757,0.008356094,-0.01518631,-0.001617432
1237657241353322536,126.32745,35.039196,22.38206,24.88432,24.63518,24.23529,18.14874,22.25381,24.8841,24.6352,24.23546,20.08441,1.788342,-2.502268,0.2491455,0.3998909,6.08655,QSO,0.1282444,0.0002250671,-2.288818E-05,-0.0001716614,-1.935671
1237674289147871294,126.23122,34.957893,19.11853,18.96181,18.66402,18.68204,18.76063,19.11637,18.9713,18.67056,18.69458,18.77015,1.200562,0.1567211,0.2977886,-0.018013,-0.07859612,QSO,0.002161026,-0.009485245,-0.006538391,-0.01254654,-0.009523392
1237657630046683143,126.38242,34.964412,17.20813,17.07653,17.14623,17.21121,16.96295,17.21832,17.10574,17.1608,17.23363,16.97721,0.4058177,0.1315956,-0.06969452,-0.06498146,0.2482586,QSO,-0.01019478,-0.02920914,-0.01456833,-0.0224247,-0.01425743
1237657630046748848,126.50069,35.089427,19.04028,18.82264,18.74906,18.531,18.50149,19.03757,18.82518,18.76021,18.53093,18.51788,1.603555,0.217638,0.07357788,0.2180672,0.02950859,QSO,0.002710342,-0.002536774,-0.01114464,6.484985E-05,-0.01639366
1237657630584143891,127.36789,36.106796,19.3525,19.23607,18.92303,19.00204,19.14951,19.3868,19.24927,18.92224,18.99001,19.16404,1.103695,0.1164303,0.3130436,-0.07901001,-0.1474667,QSO,-0.03429413,-0.01319504,0.000787735,0.01202965,-0.014534
1237657630583619900,126.35637,35.334943,19.96414,19.52749,19.03067,18.89882,18.73307,19.94027,19.54072,19.03829,18.91055,18.75342,0.9437538,0.4366493,0.4968166,0.1318512,0.1657467,QSO,0.02386284,-0.01323318,-0.007616043,-0.01173592,-0.02034378
1237657630584275127,127.66072,36.353068,19.64212,19.52401,19.48383,19.27349,19.05924,19.62329,19.53724,19.49334,19.27047,19.07334,1.99346,0.1181126,0.04017639,0.2103386,0.2142506,QSO,0.01882553,-0.01323318,-0.009508133,0.003023148,-0.01409721
1237674366459379846,127.16271,35.259622,19.64829,19.67023,19.62413,19.51384,19.41112,19.64191,19.69175,19.61957,19.52234,19.42154,1.977307,-0.02193451,0.04609871,0.1102924,0.1027164,QSO,0.006383896,-0.02151871,0.004556656,-0.00850296,-0.01041603
1237657630047404180,127.89297,36.1225,19.30184,19.20198,19.05956,18.76064,18.69161,19.29702,19.21192,19.0566,18.76293,18.6981,1.673902,0.09986115,0.1424198,0.298914,0.06903458,QSO,0.00481987,-0.009937286,0.00295639,-0.002283096,-0.006494522
1237657630047338598,127.84459,35.970898,18.92217,18.88002,18.90771,18.81042,18.79042,18.90374,18.877,18.91085,18.80998,18.76222,1.949035,0.04214859,-0.02768135,0.09728432,0.01999664,QSO,0.01843262,0.003019333,-0.003143311,0.0004367828,0.02820206
1237657630047141972,127.38914,35.729791,18.74776,18.56249,18.32421,18.4042,18.37118,18.73369,18.56388,18.323,18.40092,18.39637,1.026336,0.1852684,0.2382774,-0.07998657,0.03302002,QSO,0.01406479,-0.001390457,0.001213074,0.003276825,-0.02519035
1237657775539552425,127.29448,35.379534,19.28131,18.74046,17.92605,17.52132,17.18147,20.03181,19.65387,18.82854,18.36683,18.24232,0.2417882,0.5408478,0.8144093,0.4047279,0.3398457,QSO,-0.7504997,-0.9134121,-0.9024906,-0.8455124,-1.060843
1237657630047469813,128.13952,36.272167,19.40558,19.28797,19.1356,18.98243,18.964,19.41136,19.2956,19.12788,18.98185,18.98744,1.467654,0.117609,0.1523724,0.1531677,0.01843071,QSO,-0.005784988,-0.007633209,0.007715225,0.0005760193,-0.02344513
1237657630047469654,128.23586,36.177638,19.02499,18.7723,18.8804,18.67103,18.54975,19.09788,18.82541,18.96282,18.78042,18.66425,0.5250078,0.252697,-0.1081009,0.2093658,0.1212845,QSO,-0.07288933,-0.05311394,-0.08242416,-0.1093922,-0.1145
1237674290759270922,128.2507,36.407031,19.76851,19.75723,19.69289,19.46892,19.33871,19.74017,19.75988,19.68667,19.46702,19.3422,1.898378,0.01128006,0.06434441,0.2239685,0.1302128,QSO,0.02834702,-0.002645493,0.006221771,0.001901627,-0.003494263
1237657629510271237,127.81729,35.285395,20.78342,19.07785,17.74816,17.30826,17.07586,21.51638,19.87642,18.5825,18.19303,17.90616,0.1600992,1.70557,1.329697,0.4398956,0.2323971,QSO,-0.7329559,-0.7985649,-0.8343487,-0.8847675,-0.8302975
1237657629510599067,128.57609,35.790731,18.85859,18.93059,18.72296,18.7219,18.82763,18.86407,18.9228,18.72239,18.72451,18.81245,1.313089,-0.07200241,0.207634,0.001056671,-0.1057281,QSO,-0.005485535,0.007793427,0.0005645752,-0.002614975,0.01518059
1237657629510599223,128.53149,35.786664,19.92362,20.00121,19.82542,19.82089,19.5845,19.91829,20.0213,19.85088,19.86322,19.65714,1.084529,-0.07758713,0.1757851,0.00453186,0.2363911,QSO,0.005334854,-0.0200901,-0.02545929,-0.04232597,-0.07263947
1237657628973662341,128.80792,35.408552,18.36794,18.31653,18.31977,18.07926,18.04758,18.35936,18.32999,18.33028,18.06666,18.04168,1.842827,0.0514183,-0.003238678,0.2405014,0.03168297,QSO,0.008588791,-0.01346016,-0.01051521,0.01260567,0.005899429
1237657629510729887,128.77221,36.152965,18.82601,18.75067,18.73835,18.52149,18.4627,18.82649,18.7615,18.73408,18.50521,18.44238,1.896353,0.07534599,0.01231956,0.2168541,0.05879402,QSO,-0.0004787445,-0.01083565,0.004266739,0.01628113,0.02031517
1237657775540142336,128.58778,36.190978,19.71271,19.5391,19.58718,19.30257,19.26592,19.70592,19.54129,19.6024,19.298,19.28642,1.84006,0.1736012,-0.04807472,0.2846088,0.03664589,QSO,0.006782532,-0.002183914,-0.01521683,0.004570007,-0.02049255
1237657775003205907,128.86538,35.771096,20.25343,20.15021,20.09878,19.90433,19.7498,20.25763,20.15384,20.09154,19.893,19.73432,1.975138,0.1032238,0.05142403,0.1944523,0.1545334,QSO,-0.004199982,-0.003633499,0.007246017,0.01132965,0.01547432
1237657774466334992,129.08504,35.564283,19.54829,19.30841,18.89104,18.74971,18.72423,19.57769,19.35372,18.89414,18.76246,18.74223,1.340649,0.2398796,0.4173698,0.1413326,0.02548218,QSO,-0.02939606,-0.04531288,-0.003095627,-0.01274872,-0.01800728
1237657774466334880,129.05216,35.45458,19.93914,19.54269,19.23699,18.99072,18.92905,19.91674,19.56191,19.24803,19.00447,18.94478,1.914726,0.3964481,0.3057022,0.2462673,0.0616703,QSO,0.02239609,-0.01922607,-0.01103973,-0.01375389,-0.01573563
1237657628436988080,129.35769,35.446524,19.23704,19.10811,18.84386,18.71861,18.3112,19.40606,19.30952,19.13166,19.05389,18.61093,0.3671756,0.1289234,0.2642555,0.125248,0.4074097,QSO,-0.1690254,-0.2014046,-0.2878036,-0.3352814,-0.2997322
1237657773929529467,129.54372,35.272509,19.12556,19.03843,18.84309,18.90814,19.01004,19.13443,19.07938,18.86248,18.92299,19.03701,1.108646,0.08712959,0.1953449,-0.06504822,-0.101902,QSO,-0.008869171,-0.04095078,-0.01939201,-0.01485634,-0.02697372
1237657773929529884,129.56231,35.267472,20.57918,20.39075,19.88399,19.30355,19.04561,20.58511,20.40467,19.8905,19.29684,19.04376,1.876559,0.1884289,0.5067635,0.5804348,0.2579422,QSO,-0.00592804,-0.01392174,-0.006519318,0.006710052,0.001846313
1237657628439543928,135.12095,39.029221,19.08605,18.90964,18.71225,18.73668,18.7177,19.1118,18.93758,18.71411,18.73848,18.72048,0.9608294,0.176405,0.1973934,-0.02443504,0.01898956,QSO,-0.02574921,-0.02793312,-0.001857758,-0.001794815,-0.002784729
1237658201812566190,135.48037,39.023544,20.34765,19.81837,19.48077,19.01382,18.8335,20.32771,19.81565,19.51058,19.03786,18.85999,1.720556,0.5292759,0.3376026,0.4669514,0.1803207,QSO,0.01993942,0.002719879,-0.02980423,-0.02403641,-0.02648926
1237658201812762705,135.92077,39.286062,18.29331,17.97709,18.13342,18.07508,18.18824,18.30417,18.01385,18.18441,18.11354,18.23405,0.5764288,0.3162174,-0.156332,0.05834198,-0.1131573,QSO,-0.01086617,-0.03675842,-0.05098915,-0.03846169,-0.04581261
1237658201812041805,134.17549,38.368273,19.26361,19.03623,18.91613,18.95316,18.83859,19.28281,19.05298,18.90535,18.96912,18.86202,0.8692763,0.2273808,0.1201057,-0.03702927,0.114563,QSO,-0.01919746,-0.01674461,0.01078033,-0.01596451,-0.02342606
1237657628439085150,133.98597,38.542423,17.9332,17.89923,17.77622,17.54644,17.33665,17.91912,17.89505,17.77541,17.5573,17.33205,2.060842,0.03396606,0.1230068,0.2297878,0.2097816,QSO,0.01408195,0.004180908,0.0008125305,-0.01086044,0.004600525
1237657628439347498,134.60848,38.841457,19.75881,19.42768,18.96072,18.83396,18.8534,19.74901,19.42595,18.95486,18.82868,18.85795,1.371859,0.331131,0.4669552,0.1267624,-0.0194416,QSO,0.009792328,0.001726151,0.005859375,0.005273819,-0.004549026
1237657774468497578,133.91354,38.646153,20.05136,19.67325,19.55668,19.19836,19.02058,20.09504,19.74427,19.64738,19.32097,19.14496,0.4950398,0.3781071,0.1165733,0.3583145,0.177784,QSO,-0.04368401,-0.07102013,-0.09070587,-0.1226044,-0.124382
1237657774468628750,134.18885,38.888592,20.32874,20.16575,20.27252,19.96252,19.954,20.33777,20.16613,20.26756,19.9618,19.94985,1.677233,0.1629925,-0.1067734,0.3100033,0.008516312,QSO,-0.009025574,-0.0003814697,0.004964828,0.0007190704,0.004150391
1237657628976021642,133.85938,38.98332,18.90565,18.69735,18.75448,18.60014,18.6754,18.92795,18.72753,18.78848,18.65018,18.70884,0.6075207,0.2082977,-0.05712891,0.1543465,-0.07526779,QSO,-0.02230072,-0.03017235,-0.0340023,-0.05004883,-0.03343582
1237657775005434125,133.71421,39.015152,19.75878,19.24001,18.51004,18.137,17.91043,19.97771,19.70795,19.1168,18.77896,18.54276,0.2477563,0.518774,0.7299709,0.3730373,0.226572,QSO,-0.2189274,-0.4679413,-0.60676,-0.6419601,-0.6323299
1237657629512958067,133.63895,39.269592,19.32931,19.06248,18.96865,18.96997,18.88323,19.33888,19.06924,18.97909,18.99045,18.90389,0.8793838,0.2668247,0.09383011,-0.001316071,0.08673477,QSO,-0.00957489,-0.006759644,-0.01044083,-0.02048492,-0.02065849
1237657775005368597,133.63011,38.927918,18.87814,18.22969,17.46166,17.00803,16.74496,20.12088,19.92402,19.35291,18.96548,18.63133,0.2377488,0.6484489,0.7680225,0.4536304,0.2630692,QSO,-1.242743,-1.694328,-1.891247,-1.957447,-1.886368
1237657775005433881,133.60957,39.06737,18.71299,18.64905,18.71144,18.56227,18.55421,18.7261,18.67426,18.71087,18.55348,18.5534,1.759368,0.06393242,-0.06238937,0.1491699,0.008062363,QSO,-0.01311684,-0.02520943,0.0005741119,0.008789063,0.0008106232
1237657774468431898,133.68672,38.500623,19.01082,18.85384,18.83872,18.62907,18.55164,19.02222,18.89254,18.84725,18.64675,18.57017,1.668577,0.1569805,0.01511383,0.2096519,0.07743263,QSO,-0.01140404,-0.03870583,-0.008527756,-0.0176754,-0.01853561
1237657775542239343,133.22032,39.308688,18.56919,18.59478,18.37611,18.52561,18.69227,18.59314,18.63106,18.39996,18.5354,18.70447,1.16225,-0.0255909,0.218668,-0.1494999,-0.1666641,QSO,-0.02395821,-0.03628349,-0.0238533,-0.009794235,-0.01219559
1237657775542239559,133.23623,39.292916,19.08515,18.66325,18.16985,17.90536,17.63397,19.46085,19.13895,18.79474,18.63302,18.31739,0.2501572,0.4218998,0.4934006,0.264492,0.2713814,QSO,-0.3757038,-0.4757004,-0.6248932,-0.7276688,-0.6834183
1237657628975693924,133.23499,38.422888,18.19358,17.96415,18.16769,18.19922,18.34961,18.20785,17.98023,18.17074,18.20896,18.36317,0.6139385,0.2294273,-0.2035332,-0.03153419,-0.1503906,QSO,-0.01427269,-0.01607323,-0.00304985,-0.009735107,-0.01356125
1237657775542173706,133.03596,39.166048,18.65742,18.44087,18.2556,18.44613,18.48679,18.68434,18.46189,18.27796,18.47291,18.49271,0.9971194,0.216547,0.1852703,-0.1905289,-0.04065895,QSO,-0.0269165,-0.02101517,-0.02235603,-0.02678108,-0.005918503
1237657775005040824,132.80333,38.520994,19.17924,18.91693,18.9496,18.8004,18.76472,19.19466,18.96934,18.98076,18.88307,18.81968,0.5386228,0.2623081,-0.03266716,0.1491928,0.03568459,QSO,-0.01542282,-0.05240631,-0.03116035,-0.0826683,-0.05496407
1237657630049435919,132.48956,39.140967,19.0767,19.08382,18.95021,18.91736,18.90067,19.07502,19.09258,18.94251,18.91831,18.90819,1.395594,-0.00712204,0.1336079,0.03285217,0.01669693,QSO,0.001682281,-0.008752823,0.007707596,-0.0009479523,-0.007522583
1237657630586503256,132.58714,39.662565,18.95353,18.85329,18.61539,18.6376,18.7574,18.96696,18.85929,18.62717,18.63703,18.76484,1.157334,0.1002426,0.237896,-0.02220917,-0.1198006,QSO,-0.01343346,-0.006002426,-0.01177406,0.0005722046,-0.007436752
1237657776079044750,132.69208,39.528852,19.47624,19.09725,19.05608,18.95907,18.94747,19.50214,19.11688,19.12369,19.03583,19.01524,0.6811318,0.3789959,0.04117012,0.09700966,0.0116024,QSO,-0.02589607,-0.01963615,-0.06760979,-0.07675743,-0.06777191
1237657630586306628,132.13219,39.383421,18.15745,18.19398,18.18527,17.86174,17.86224,18.16796,18.2086,18.18489,17.86235,17.86373,1.864922,-0.03652954,0.008705139,0.3235359,-0.00050354,QSO,-0.01051331,-0.01462555,0.0003890991,-0.0006103516,-0.001487732
1237657630586962008,133.68186,40.318835,17.29744,17.00088,16.64322,16.23085,16.16552,17.63994,17.60256,17.41822,16.95633,16.93829,0.1524706,0.296566,0.3576546,0.4123745,0.06533241,QSO,-0.342495,-0.6016865,-0.7749939,-0.725481,-0.7727737
1237657630586634285,132.87383,39.813589,17.47473,16.72827,16.07874,15.62935,15.38257,18.7766,18.58574,18.15336,17.56021,17.34671,0.1244632,0.7464561,0.6495342,0.4493866,0.2467766,QSO,-1.30187,-1.85747,-2.074627,-1.930861,-1.964132
1237657630587027468,133.69292,40.429805,18.22676,17.93641,17.57862,17.16548,17.06448,18.5134,18.40794,18.2209,17.82231,17.72293,0.08755858,0.2903538,0.3577881,0.4131374,0.100996,QSO,-0.2866364,-0.4715328,-0.6422863,-0.6568298,-0.6584454
1237657776079241235,133.20439,39.680884,17.96501,17.80091,17.66317,17.65951,17.66318,17.96609,17.80875,17.64827,17.65971,17.66787,1.250084,0.1641006,0.1377335,0.003664017,-0.003673553,QSO,-0.001081467,-0.007839203,0.01490593,-0.0002040863,-0.004682541
1237657776079765673,134.54923,40.496697,19.11387,19.048,19.07014,18.76382,18.90832,19.11511,19.06664,19.07718,18.76394,18.913,1.740675,0.06586456,-0.02213478,0.3063126,-0.1444969,QSO,-0.001247406,-0.0186367,-0.007040024,-0.0001144409,-0.004676819
1237657630049960062,133.60332,39.84165,19.42083,19.39699,19.00348,18.91936,18.9336,19.40858,19.40684,18.99534,18.92464,18.91876,1.392125,0.02383804,0.393507,0.08411789,-0.01423836,QSO,0.01224136,-0.009853363,0.008138657,-0.005273819,0.01484108
1237657775005696042,134.32705,39.398506,18.82495,18.69812,18.4663,18.46811,18.52785,18.81758,18.71313,18.46017,18.45242,18.51145,1.060133,0.1268311,0.2318287,-0.001819611,-0.05973625,QSO,0.00737381,-0.01500511,0.006128311,0.01569939,0.01640511
1237657630587289946,134.43662,40.839865,19.54182,19.19338,19.00963,18.72424,18.70927,19.5272,19.20694,19.00408,18.71205,18.70531,1.60358,0.3484478,0.1837444,0.2853947,0.01497078,QSO,0.01462555,-0.01356697,0.005552292,0.01218414,0.003953934
