2455299.79653 20.374 0.107 4.11 286.0
2455299.83442 19.763 0.070 4.04 365.0
2455299.87276 20.052 0.092 3.98 375.0
2455299.91352 19.920 0.091 4.01 434.0
2455300.86771 19.690 0.068 3.48 396.0
2455300.90848 19.930 0.098 3.87 437.0
2455301.76353 19.913 0.097 4.38 403.0
2455301.80103 19.908 0.097 4.52 405.0
2455301.83849 20.001 0.115 4.89 419.0
2455301.87720 19.916 0.101 4.45 425.0
2455301.91698 19.815 0.144 6.52 483.0
2455303.92484 19.923 0.123 4.71 457.0
2455304.76317 19.599 0.090 4.77 515.0
2455306.69682 19.794 0.103 4.80 442.0
2455306.75956 19.813 0.087 4.31 387.0
2455306.79853 19.912 0.085 3.65 397.0
2455306.86215 20.012 0.099 4.09 408.0
2455306.90174 19.918 0.082 3.45 429.0
2455307.68653 19.868 0.106 4.64 455.0
2455307.74961 19.806 0.092 4.35 455.0
2455307.81109 19.780 0.076 3.56 457.0
2455307.84957 19.735 0.076 3.50 495.0
2455307.89046 19.856 0.083 3.38 484.0
2455307.92789 19.806 0.112 4.12 707.0
2455308.73973 19.746 0.107 5.24 456.0
2455308.80123 19.650 0.072 3.84 397.0
2455308.83870 19.886 0.087 3.81 390.0
2455308.88659 19.949 0.089 3.62 406.0
2455309.74043 19.876 0.101 4.49 433.0
2455309.81092 19.701 0.083 4.59 403.0
2455309.85465 19.879 0.095 4.27 422.0
2455309.89362 19.842 0.088 3.87 436.0
2455309.93089 20.016 0.140 3.63 996.0
2455310.72128 19.810 0.110 4.88 509.0
2455310.77757 19.918 0.120 5.04 441.0
2455310.85893 19.600 0.062 3.74 422.0
2455310.89089 19.808 0.083 3.68 425.0
2455310.92835 19.846 0.104 3.70 725.0
2455311.82142 19.722 0.089 4.20 473.0
2455311.87745 19.904 0.104 4.19 468.0
2455311.92227 19.648 0.088 4.10 546.0
2455312.74745 19.921 0.133 4.88 582.0
2455312.78983 19.901 0.127 4.79 566.0
2455312.82786 19.807 0.127 5.21 579.0
2455312.87211 19.704 0.104 4.19 667.0
2455312.91171 20.003 0.124 4.70 501.0
2455313.78387 19.695 0.143 6.21 698.0
2455313.82273 19.752 0.133 5.64 652.0
2455313.86240 20.084 0.197 5.76 731.0
2455313.90063 20.103 0.158 4.16 780.0
2455314.67151 19.990 0.203 5.23 1159.0
2455314.71197 19.994 0.193 5.51 980.0
2455314.75125 19.723 0.124 4.52 898.0
2455314.79118 20.145 0.203 5.16 832.0
2455314.84872 19.906 0.143 4.50 878.0
2455314.88615 19.734 0.112 4.03 878.0
2455314.92359 19.926 0.138 4.19 962.0
2455315.68901 19.633 0.142 5.29 1093.0
2455315.73693 19.695 0.153 5.76 965.0
2455315.77447 19.604 0.132 5.35 903.0
2455315.81220 19.706 0.116 4.49 923.0
2455315.85238 19.737 0.138 4.97 1008.0
2455315.89451 19.778 0.139 4.58 1021.0
2455316.68015 19.799 0.184 5.79 1124.0
2455316.72730 20.342 0.252 4.95 941.0
2455316.77034 19.720 0.171 6.13 917.0
2455316.80769 19.613 0.161 6.29 932.0
2455316.86456 19.999 0.224 5.62 1112.0
2455319.86767 19.635 0.206 3.89 3526.0
2455319.91182 19.986 0.288 4.03 3941.0
2455320.64247 19.904 0.129 4.44 774.0
2455320.68705 20.060 0.147 4.35 698.0
2455320.73097 19.778 0.107 4.26 655.0
2455320.76818 19.830 0.114 4.43 604.0
2455320.80590 19.760 0.135 3.94 1308.0
2455320.84912 19.993 0.128 4.25 633.0
2455320.88751 19.972 0.117 3.72 723.0
2455320.92908 19.842 0.147 4.71 1099.0
2455321.71528 19.851 0.116 4.58 570.0
2455321.75273 19.797 0.107 4.49 548.0
2455321.79238 19.587 0.099 4.96 558.0
2455321.83078 19.858 0.154 5.80 582.0
2455321.87208 19.908 0.127 4.55 582.0
2455321.90947 19.684 0.110 5.02 631.0
2455322.69576 19.844 0.102 4.25 502.0
2455322.83835 19.734 0.096 4.23 611.0
2455323.66592 19.941 0.149 5.36 561.0
2455323.73217 19.713 0.113 5.31 510.0
2455323.77046 19.727 0.094 4.36 520.0
2455323.81056 19.729 0.098 4.52 555.0
2455323.85184 19.920 0.111 3.76 603.0
2455323.89043 19.817 0.104 3.94 664.0
2455323.92789 19.866 0.110 3.97 707.0
2455324.70432 19.955 0.145 5.13 493.0
2455324.74345 19.733 0.091 4.29 444.0
2455324.78085 20.094 0.145 4.75 463.0
2455324.82098 19.714 0.101 4.78 483.0
2455324.85991 19.661 0.092 4.25 529.0
2455324.89727 19.691 0.093 4.55 557.0
2455324.93783 19.945 0.200 4.52 1818.0
2455325.68754 19.941 0.111 4.69 442.0
2455325.72404 19.733 0.081 4.14 406.0
2455325.76221 19.849 0.093 3.99 391.0
2455325.79950 19.826 0.087 3.78 399.0
2455325.84775 19.896 0.111 4.69 477.0
2455325.88781 19.765 0.100 5.13 512.0
2455325.92829 19.735 0.123 5.59 634.0
2455326.63560 19.725 0.121 5.80 494.0
2455326.72205 19.897 0.114 4.78 414.0
2455326.76011 19.951 0.110 4.50 414.0
2455326.79851 19.818 0.081 3.76 414.0
2455326.83783 19.849 0.095 4.09 455.0
2455326.87648 20.059 0.134 4.41 538.0
2455326.91372 19.745 0.107 4.83 587.0
2455327.64480 19.930 0.091 3.92 398.0
2455327.74700 20.049 0.106 3.82 371.0
2455327.78548 19.812 0.100 4.24 405.0
2455327.82433 19.813 0.104 4.59 439.0
2455327.86320 19.951 0.116 3.95 503.0
2455327.90138 19.926 0.113 4.31 532.0
2455327.93912 19.875 0.213 4.20 2200.0
2455328.67215 20.216 0.127 3.38 451.0
2455328.74072 19.920 0.108 4.17 437.0
2455328.77929 19.873 0.099 3.87 441.0
2455328.81926 19.939 0.115 4.32 453.0
2455328.85785 19.581 0.082 4.36 465.0
2455328.89553 20.031 0.130 4.19 564.0
2455328.93302 20.313 0.231 5.07 891.0
2455334.61842 19.965 0.150 6.19 480.0
2455334.68455 20.116 0.243 8.19 453.0
2455334.76488 19.864 0.093 4.37 429.0
2455334.82221 20.033 0.122 5.13 417.0
2455334.86276 20.071 0.138 5.40 457.0
2455334.90329 20.397 0.220 5.99 512.0
2455334.94125 20.042 0.256 6.41 1535.0
2455335.74763 19.864 0.093 4.02 448.0
2455335.78679 19.772 0.089 4.48 439.0
2455335.82682 19.770 0.092 4.36 454.0
2455335.86466 19.656 0.087 4.57 491.0
2455335.90219 20.157 0.189 6.03 549.0
2455335.94126 19.662 0.187 5.60 1676.0
2455336.84609 19.865 0.106 4.27 485.0
2455336.91133 19.590 0.095 4.43 591.0
2455337.75771 19.860 0.095 4.32 415.0
2455337.79713 19.685 0.087 4.34 468.0
2455337.83554 19.863 0.129 5.27 535.0
2455337.87389 19.923 0.167 6.39 593.0
2455337.91253 20.370 0.241 5.73 661.0
2455338.75498 19.584 0.095 5.07 529.0
2455338.79417 20.056 0.181 6.04 557.0
2455338.83580 20.072 0.229 6.84 657.0
2455338.89539 19.528 0.153 7.40 674.0
2455339.67063 19.863 0.157 6.13 645.0
2455339.70836 19.895 0.139 4.83 662.0
2455339.80197 20.041 0.152 4.64 667.0
2455339.86775 20.100 0.197 5.79 744.0
2455339.90795 19.530 0.157 6.98 814.0
2455340.65453 19.851 0.162 6.04 756.0
2455340.69390 19.670 0.108 4.28 873.0
2455340.78121 19.953 0.144 5.05 621.0
2455340.83676 19.807 0.109 4.15 675.0
2455340.87518 19.856 0.149 5.47 736.0
2455341.58699 19.823 0.158 5.30 924.0
2455341.62522 19.841 0.118 4.44 718.0
2455341.73171 19.718 0.084 3.61 586.0
2455341.80601 20.063 0.133 3.82 692.0
2455341.84420 20.060 0.139 4.05 690.0
2455341.88201 19.657 0.092 3.91 676.0
2455341.92239 19.691 0.102 4.34 688.0
2455342.59661 19.660 0.169 6.11 984.0
2455342.67157 19.940 0.159 5.05 773.0
2455342.70902 19.986 0.143 4.41 727.0
2455342.74756 19.736 0.116 4.69 708.0
2455342.79172 19.988 0.179 5.37 820.0
2455342.82977 19.777 0.121 4.40 787.0
2455342.86773 19.770 0.153 5.40 883.0
2455342.90552 19.576 0.135 5.56 913.0
2455342.94339 19.334 0.167 7.39 1245.0
2455343.61482 19.802 0.182 5.52 1183.0
2455343.65250 20.171 0.230 5.34 1025.0
2455343.69022 19.722 0.124 4.51 930.0
2455343.72830 19.863 0.131 4.30 848.0
2455343.76714 19.647 0.111 4.45 851.0
2455343.80713 19.866 0.134 4.19 924.0
2455343.84565 20.037 0.159 4.11 986.0
2455343.89645 19.818 0.150 4.76 1100.0
2455343.93428 19.843 0.190 5.69 1235.0
2455348.66221 19.899 0.120 4.64 559.0
2455348.72743 19.682 0.114 5.32 546.0
2455348.79271 19.990 0.134 4.81 540.0
2455348.83103 19.692 0.098 4.49 591.0
2455348.87487 19.835 0.167 6.14 698.0
2455348.91518 20.183 0.185 5.35 693.0
2455349.59049 19.862 0.149 6.33 554.0
2455349.67309 19.875 0.150 5.00 863.0
2455349.74127 19.553 0.113 4.79 936.0
2455349.80624 19.529 0.096 4.48 886.0
2455349.84401 19.820 0.142 4.99 1100.0
2455350.64374 19.711 0.149 7.76 452.0
2455350.68146 20.031 0.155 5.80 484.0
2455350.71996 20.049 0.189 6.66 479.0
2455351.57996 19.948 0.150 6.03 526.0
2455351.63742 19.920 0.110 4.92 418.0
2455351.71571 19.804 0.095 4.44 419.0
2455351.80032 19.871 0.141 5.38 576.0
2455351.87843 20.121 0.207 6.36 655.0
2455351.91640 19.799 0.145 5.82 833.0
2455352.64101 19.805 0.104 4.64 436.0
2455352.73195 19.914 0.096 3.67 459.0
2455352.88458 19.924 0.134 4.44 668.0
2455352.92220 19.998 0.154 4.39 796.0
2455353.61966 19.889 0.112 4.67 441.0
2455353.69976 19.829 0.084 3.72 410.0
2455353.76962 20.040 0.122 4.25 468.0
2455353.80768 19.744 0.085 3.65 502.0
2455353.85218 19.940 0.126 4.63 555.0
2455353.89646 19.655 0.112 5.42 682.0
2455354.64458 19.759 0.097 4.48 413.0
2455354.73275 19.725 0.098 4.33 425.0
2455354.82850 19.765 0.103 4.01 559.0
2455354.86886 19.846 0.128 4.72 636.0
2455354.90744 19.635 0.139 5.99 778.0
2455355.58542 19.707 0.085 4.08 514.0
2455355.66915 19.721 0.087 4.07 468.0
2455355.75734 19.623 0.085 4.43 501.0
2455355.81297 19.812 0.129 5.27 609.0
2455355.86121 19.539 0.131 6.42 702.0
2455355.89897 19.643 0.126 6.03 673.0
2455357.66794 19.798 0.103 4.73 440.0
2455357.75786 19.921 0.135 5.56 440.0
2455357.87092 19.524 0.136 7.41 563.0
2455358.63614 19.640 0.080 4.62 413.0
2455358.73111 19.982 0.127 5.19 425.0
2455358.83225 19.657 0.100 5.42 439.0
2455359.57655 19.895 0.167 5.83 728.0
2455359.62076 19.911 0.160 6.23 598.0
2455359.67390 19.848 0.113 4.90 445.0
2455359.72111 20.019 0.156 5.59 529.0
2455359.77126 19.980 0.134 4.92 513.0
2455359.81140 19.697 0.094 4.38 514.0
2455359.85711 19.930 0.155 5.68 619.0
2455359.89637 20.116 0.204 6.25 643.0
2455361.66898 19.815 0.132 5.87 445.0
2455362.58360 20.372 0.248 5.82 704.0
2455362.65108 19.854 0.098 3.82 547.0
2455362.74408 19.778 0.092 4.17 486.0
2455362.86208 19.830 0.134 5.63 602.0
2455362.90712 19.930 0.203 6.83 739.0
2455364.55285 19.721 0.112 5.59 511.0
2455364.62513 19.893 0.104 4.65 407.0
2455364.71964 19.855 0.117 5.14 457.0
2455364.78082 19.928 0.156 6.59 447.0
2455364.82026 19.709 0.118 6.15 443.0
2455364.86035 19.851 0.110 5.24 428.0
2455364.89846 19.764 0.138 6.56 476.0
2455365.57055 19.749 0.123 5.36 622.0
2455365.64537 19.701 0.095 4.56 481.0
2455365.74048 19.939 0.116 4.87 444.0
2455365.82874 19.791 0.120 5.32 498.0
2455365.86739 19.628 0.117 5.88 557.0
2455365.90473 20.046 0.215 6.71 716.0
2455368.64642 19.840 0.152 5.25 832.0
2455369.72858 19.970 0.183 5.83 746.0
2455369.77391 19.732 0.166 5.65 1083.0
2455369.81188 19.897 0.165 5.63 805.0
2455376.65853 20.098 0.240 6.88 644.0
2455376.69891 19.937 0.153 5.29 621.0
2455376.73714 19.674 0.117 5.20 673.0
2455376.77595 19.658 0.114 4.96 689.0
2455376.81410 19.735 0.164 6.13 798.0
2455376.85206 19.703 0.181 5.72 1223.0
2455377.54863 19.798 0.116 4.98 494.0
2455377.59134 20.070 0.188 5.97 509.0
2455377.62954 19.839 0.111 4.66 480.0
2455377.70322 19.788 0.102 4.44 486.0
2455377.74667 19.940 0.143 5.13 545.0
2455377.78939 19.472 0.092 5.03 615.0
2455377.82710 19.858 0.151 5.72 654.0
2455377.86528 19.491 0.117 5.67 816.0
2455378.54904 19.846 0.106 4.26 445.0
2455378.63370 19.854 0.100 4.14 414.0
2455378.72268 19.769 0.083 3.94 467.0
2455378.76098 19.867 0.093 3.93 486.0
2455378.79951 19.906 0.122 5.47 509.0
2455378.83939 19.836 0.143 7.02 629.0
2455378.87711 19.850 0.174 8.08 745.0
2455379.51614 20.323 0.184 5.15 409.0
2455379.58578 19.704 0.094 5.13 341.0
2455379.67183 20.120 0.154 5.36 431.0
2455379.74434 19.897 0.109 4.58 462.0
2455379.78200 19.941 0.130 5.02 531.0
2455379.81992 19.785 0.135 6.62 599.0
2455379.86049 20.093 0.241 7.98 723.0
2455380.52762 19.761 0.095 5.02 388.0
2455380.56812 19.839 0.096 4.88 347.0
2455380.65217 19.918 0.109 5.51 333.0
2455380.72337 19.930 0.099 4.32 393.0
2455380.76161 20.035 0.127 5.23 428.0
2455380.79947 19.742 0.125 6.24 484.0
2455380.83740 19.939 0.210 7.87 582.0
2455381.53714 19.684 0.115 5.64 536.0
2455381.57471 19.853 0.168 6.76 475.0
2455381.61486 19.917 0.177 7.19 441.0
2455381.67421 19.912 0.140 6.17 388.0
2455381.71252 19.618 0.123 6.56 470.0
2455381.75066 20.038 0.237 7.76 537.0
2455381.79758 19.662 0.129 6.11 565.0
2455381.83571 19.730 0.156 6.87 611.0
2455382.52592 19.861 0.154 6.18 587.0
2455382.56350 19.866 0.188 7.99 459.0
2455382.61292 19.705 0.113 5.68 460.0
2455382.65083 19.819 0.106 4.80 450.0
2455382.69261 19.920 0.128 5.50 427.0
2455382.73245 19.929 0.163 6.79 449.0
2455382.77025 19.882 0.210 8.36 497.0
2455382.82095 20.357 0.289 7.24 564.0
2455383.77655 19.859 0.150 7.04 379.0
2455384.80008 19.778 0.171 6.79 699.0
2455385.47067 19.795 0.154 5.79 838.0
2455385.50989 19.832 0.102 3.98 580.0
2455385.81041 19.827 0.092 4.43 391.0
2455385.84797 19.746 0.106 5.61 448.0
2455386.47831 19.780 0.098 3.96 826.0
2455386.56051 19.787 0.092 3.76 673.0
2455386.60757 19.651 0.078 4.19 362.0
2455386.64396 19.737 0.083 4.61 537.0
2455386.74341 19.779 0.085 4.33 394.0
2455386.78168 19.646 0.078 4.56 400.0
2455386.82469 19.631 0.089 5.54 428.0
2455387.50393 19.920 0.092 3.41 444.0
2455387.61293 19.850 0.067 3.25 288.0
2455387.64770 19.690 0.051 2.98 312.0
2455387.68716 20.061 0.103 4.07 350.0
2455387.72579 19.752 0.071 3.86 344.0
2455387.76655 19.839 0.097 4.80 364.0
2455387.80776 19.778 0.108 6.37 431.0
2455388.46773 19.933 0.182 5.64 712.0
2455388.50533 19.743 0.104 4.99 412.0
2455388.56524 19.757 0.098 4.59 355.0
2455388.67765 19.596 0.079 4.80 305.0
2455388.76433 19.670 0.095 5.61 319.0
2455388.80758 19.808 0.124 6.29 382.0
2455388.84645 19.765 0.148 7.90 456.0
2455389.49504 19.960 0.138 5.44 429.0
2455389.53318 19.550 0.087 5.24 378.0
2455389.61851 19.792 0.086 4.53 309.0
2455389.72375 19.825 0.113 5.77 346.0
2455389.78412 19.801 0.133 6.43 410.0
2455389.82465 19.839 0.118 5.64 460.0
2455390.46950 19.825 0.170 6.69 561.0
2455390.52432 19.896 0.177 7.72 402.0
2455390.56635 19.681 0.100 5.61 366.0
2455390.65192 19.814 0.114 5.83 374.0
2455390.69816 19.981 0.120 5.25 346.0
2455390.74762 19.774 0.089 4.68 336.0
2455390.78557 19.668 0.089 5.47 323.0
2455390.82325 19.842 0.120 6.28 339.0
2455391.51830 19.844 0.137 6.04 449.0
2455391.55708 19.923 0.177 7.40 376.0
2455391.61665 19.693 0.080 4.49 323.0
2455391.72592 19.820 0.108 5.14 412.0
2455391.80920 19.994 0.134 5.03 502.0
2455391.84666 19.847 0.160 6.37 675.0
2455392.49444 19.677 0.114 5.82 438.0
2455392.53316 20.023 0.145 5.86 394.0
2455392.59460 19.856 0.095 4.40 366.0
2455392.70472 19.675 0.092 5.02 361.0
2455392.78668 19.787 0.093 4.88 376.0
2455392.82431 20.019 0.153 6.11 447.0
2455393.63967 20.044 0.150 6.01 345.0
2455393.67939 19.924 0.130 6.02 329.0
2455393.71757 20.008 0.162 6.86 353.0
2455393.76293 20.089 0.194 7.13 397.0
2455393.80104 19.723 0.139 7.02 429.0
2455395.80807 19.650 0.119 5.95 473.0
2455396.52509 19.835 0.169 6.91 541.0
2455396.59938 19.880 0.128 5.26 465.0
2455396.66249 20.011 0.147 5.78 436.0
2455396.76953 19.848 0.107 5.12 393.0
2455396.80769 19.877 0.162 7.50 426.0
2455397.61759 20.140 0.225 6.98 473.0
2455397.66292 19.961 0.141 5.95 427.0
2455397.70073 19.612 0.121 6.43 470.0
2455402.61969 19.540 0.277 7.10 2342.0
2455402.67286 19.979 0.207 5.91 938.0
2455403.48232 19.790 0.107 3.79 867.0
2455403.51993 19.884 0.113 3.80 852.0
2455403.55707 19.883 0.124 4.05 838.0
2455403.59579 19.749 0.119 3.92 1055.0
2455403.63664 19.800 0.114 3.85 815.0
2455403.67492 19.781 0.121 4.21 855.0
2455403.71578 19.861 0.134 4.45 925.0
2455403.75368 19.888 0.153 4.56 1048.0
2455403.79151 19.762 0.171 5.39 1224.0
2455404.49543 19.627 0.104 4.79 611.0
2455404.53323 19.902 0.122 4.30 585.0
2455404.57095 19.722 0.111 4.27 603.0
2455404.61112 19.767 0.127 5.20 588.0
2455404.65290 19.874 0.125 4.87 545.0
2455404.69277 20.405 0.227 4.77 615.0
2455404.73219 19.834 0.161 5.47 680.0
2455404.77597 19.754 0.139 5.79 796.0
2455405.63079 19.495 0.123 6.78 488.0
2455405.67035 19.844 0.138 5.51 474.0
2455405.70844 19.762 0.124 4.80 601.0
2455405.74592 19.632 0.111 5.20 576.0
2455405.78351 20.006 0.150 5.11 624.0
2455407.48529 19.855 0.134 6.03 354.0
2455407.52317 19.852 0.133 6.21 347.0
2455407.56145 20.010 0.143 6.00 332.0
2455407.60051 19.621 0.129 7.03 390.0
2455407.64009 20.058 0.184 6.63 411.0
2455407.67813 19.688 0.123 5.94 429.0
2455407.71732 19.663 0.116 5.52 492.0
2455407.75527 19.604 0.111 5.46 551.0
2455408.51417 19.939 0.193 7.39 450.0
2455408.56585 19.700 0.138 7.09 402.0
2455408.60618 19.955 0.127 5.33 413.0
2455408.64456 19.840 0.128 5.64 449.0
2455408.68328 19.649 0.119 6.20 458.0
2455408.72117 19.857 0.154 6.68 468.0
2455408.75888 19.900 0.163 6.12 617.0
2455409.46896 19.671 0.154 6.08 822.0
2455409.50675 19.786 0.113 5.89 362.0
2455409.59348 19.892 0.092 4.44 340.0
2455409.69993 19.685 0.091 5.01 413.0
2455409.76108 20.150 0.190 6.39 504.0
2455410.46984 19.816 0.160 5.38 848.0
2455410.51145 19.967 0.122 5.06 418.0
2455410.59656 19.756 0.092 4.98 339.0
2455410.70344 19.784 0.114 5.86 398.0
2455410.76535 19.704 0.105 5.32 516.0
2455411.48767 19.909 0.096 4.63 364.0
2455411.52559 19.957 0.097 4.31 337.0
2455411.63244 19.809 0.084 4.42 340.0
2455411.74032 19.848 0.114 5.39 450.0
2455411.77808 19.930 0.167 6.43 550.0
2455412.53990 19.724 0.104 5.50 443.0
2455412.57980 19.903 0.136 5.63 475.0
2455412.61856 20.185 0.169 5.73 428.0
2455412.65633 19.821 0.143 6.59 445.0
2455412.70072 19.760 0.142 6.91 443.0
2455413.48009 19.736 0.149 6.62 516.0
2455413.51947 19.689 0.085 4.41 433.0
2455413.62630 19.907 0.096 4.65 309.0
2455413.73377 19.973 0.123 5.82 352.0
2455413.77154 19.667 0.140 7.86 395.0
2455414.49975 19.819 0.086 4.56 338.0
2455414.56100 19.871 0.088 4.39 333.0
2455414.67097 19.727 0.079 4.51 348.0
2455416.61677 19.843 0.134 6.43 358.0
2455416.67350 19.586 0.091 5.67 349.0
2455418.53577 19.980 0.098 4.57 318.0
2455418.58231 19.827 0.094 4.95 324.0
2455418.63248 20.115 0.116 4.72 307.0
2455418.68402 19.952 0.145 6.36 347.0
2455421.49127 19.972 0.121 5.33 387.0
2455421.53534 19.735 0.094 5.04 378.0
2455421.59495 19.855 0.105 5.12 357.0
2455421.64113 19.804 0.096 5.14 325.0
2455421.68343 20.090 0.170 6.91 319.0
2455421.72782 19.699 0.097 5.76 349.0
2455422.51714 20.023 0.127 4.84 415.0
2455422.56319 19.828 0.108 4.97 406.0
2455422.71719 19.892 0.099 4.81 359.0
2455423.50111 19.849 0.095 4.60 359.0
2455423.54343 19.792 0.072 3.75 336.0
2455423.67714 19.947 0.155 6.78 408.0
2455425.50856 19.744 0.101 5.02 434.0
2455425.55026 19.852 0.096 4.51 413.0
2455426.51650 19.816 0.213 3.84 2895.0
2455426.59550 19.379 0.167 3.89 4009.0
2455430.50206 19.784 0.159 5.98 750.0
2455430.54852 20.014 0.169 5.28 685.0
2455430.58679 19.743 0.124 5.09 661.0
2455430.62576 19.653 0.118 5.05 702.0
2455430.66689 19.807 0.194 7.43 788.0
2455431.50323 19.833 0.122 4.42 708.0
2455431.54376 19.634 0.100 4.78 569.0
2455431.58179 19.651 0.098 4.62 594.0
2455431.62318 19.877 0.157 5.84 619.0
2455431.66081 19.982 0.194 6.73 700.0
2455432.52772 19.765 0.225 6.83 1122.0
2455432.64023 20.071 0.213 6.29 695.0
2455433.53811 19.495 0.121 6.36 615.0
2455433.66352 19.969 0.186 5.85 764.0
2455434.48922 19.743 0.131 5.63 485.0
2455434.53429 19.702 0.119 5.25 501.0
2455434.57867 19.907 0.139 5.22 524.0
2455434.62102 20.108 0.158 4.89 563.0
2455434.66576 19.713 0.126 5.69 636.0
2455434.70583 19.952 0.169 6.04 737.0
2455435.50528 19.775 0.124 5.64 441.0
2455435.54809 19.834 0.109 4.00 495.0
2455435.61801 19.877 0.113 4.21 498.0
2455435.67147 19.910 0.117 4.22 531.0
2455435.71042 19.609 0.111 5.22 636.0
2455436.50374 19.974 0.134 5.57 403.0
2455436.64769 19.570 0.096 4.70 516.0
2455437.48634 19.959 0.101 3.86 411.0
2455437.58326 19.863 0.101 4.34 398.0
2455438.49893 19.716 0.124 6.01 486.0
2455438.53838 19.821 0.132 6.12 429.0
2455438.63982 19.705 0.094 3.71 492.0
2455438.67785 20.101 0.137 4.76 470.0
2455439.49128 20.189 0.205 6.21 443.0
2455439.55632 19.692 0.127 6.07 432.0
2455439.59369 19.707 0.117 5.53 419.0
2455439.63171 19.590 0.115 6.46 412.0
2455439.67750 19.585 0.126 6.44 491.0
2455443.52400 19.967 0.127 5.51 391.0
2455443.57011 19.951 0.147 6.26 414.0
2455443.60793 20.210 0.185 6.09 424.0
2455443.65046 19.732 0.111 5.82 416.0
2455444.48256 19.771 0.135 6.17 470.0
2455444.53326 19.991 0.173 6.99 364.0
2455444.58987 19.983 0.129 5.19 366.0
2455444.63189 19.810 0.125 5.76 447.0
2455444.67000 20.211 0.189 6.34 469.0
2455445.53578 19.812 0.117 5.38 424.0
2455445.63973 19.827 0.105 4.95 399.0
2455445.67877 20.118 0.143 5.50 425.0
2455446.51423 19.911 0.117 4.76 417.0
2455446.56003 19.692 0.104 5.38 430.0
2455446.59988 19.856 0.119 5.28 419.0
2455446.63901 19.787 0.114 5.71 404.0
2455447.48634 19.859 0.103 4.71 427.0
2455447.52984 20.033 0.120 4.66 404.0
2455447.56904 19.968 0.131 5.80 392.0
2455447.63446 19.757 0.111 6.55 379.0
2455448.50711 19.746 0.100 4.78 407.0
2455448.54581 19.889 0.130 6.14 418.0
2455448.56056 19.861 0.126 5.07 431.0
2455448.66177 19.879 0.145 7.72 412.0
2455449.50187 19.846 0.144 6.20 423.0
2455449.61606 19.587 0.099 5.42 474.0
2455450.50481 19.795 0.121 5.63 430.0
2455450.54242 20.150 0.197 6.58 431.0
2455450.58573 19.888 0.125 5.40 416.0
2455450.63065 20.065 0.181 6.45 471.0
2455451.54791 19.525 0.118 6.38 511.0
2455451.66117 19.874 0.131 5.34 463.0
2455453.54007 20.008 0.213 6.79 737.0
2455453.65727 20.069 0.151 5.29 569.0
2455457.47328 19.658 0.173 3.75 3044.0
2455457.54105 19.929 0.109 4.74 561.0
