objid,ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class,diff_u,diff_g,diff_g1,diff_i,diff_z
1237650796220514489,147.32951,0.028902695,17.59556,16.01916,15.31942,14.94442,14.66613,19.76252,18.20831,17.44802,17.07813,16.77753,0.04808582,1.576405,0.6997318,0.374999,0.2782965,GALAXY,-2.16696,-2.189154,-2.128597,-2.133708,-2.111404
1237650795683512955,147.08969,-0.26650926,24.22258,21.01025,19.2916,18.66112,18.2066,24.17756,21.5875,19.87928,19.27138,18.83974,0.3829364,3.21233,1.718651,0.6304817,0.4545174,GALAXY,0.04502487,-0.5772457,-0.5876789,-0.6102619,-0.6331425
1237650795683578031,147.17639,-0.35405684,18.00111,16.93112,16.50024,16.31557,16.15693,20.29854,19.25209,18.98979,18.86024,18.71744,0.006282841,1.06999,0.4308796,0.1846733,0.1586323,GALAXY,-2.297434,-2.320972,-2.48955,-2.544676,-2.560505
1237648721216340148,147.11461,-0.16521837,20.52856,18.59334,17.2839,16.80671,16.4431,21.68602,19.9043,18.58176,18.20843,17.86092,0.2040574,1.935219,1.309443,0.4771881,0.3636093,GALAXY,-1.157461,-1.310955,-1.297857,-1.401716,-1.417814
1237650795683578073,147.22569,-0.29262062,19.81996,17.77275,16.90096,16.47925,16.17301,21.57115,19.91526,19.02632,18.5832,18.25409,0.1336352,2.047211,0.8717957,0.4217014,0.3062458,GALAXY,-1.751192,-2.142511,-2.125364,-2.103951,-2.081079
1237650794609574093,146.60721,-1.240753,18.83941,17.11977,16.23975,15.84232,15.57673,20.59233,18.95312,18.08645,17.65189,17.38378,0.0906017,1.719643,0.880022,0.3974276,0.2655926,GALAXY,-1.752914,-1.833349,-1.846703,-1.809567,-1.807054
1237648720679469274,147.18679,-0.49381256,19.15952,17.37922,16.4322,15.93106,15.55902,21.11276,19.38347,18.34415,17.9381,17.5021,0.09031707,1.780308,0.9470215,0.5011339,0.3720388,GALAXY,-1.953239,-2.00425,-1.911951,-2.007033,-1.943073
1237648721216274697,147.02336,-0.16009352,19.95716,18.491,17.50277,17.07046,16.72666,22.08179,20.62189,19.23536,18.94361,18.5916,0.2156694,1.466158,0.9882298,0.432312,0.3438034,GALAXY,-2.124626,-2.130886,-1.732588,-1.873152,-1.864941
1237650795683512507,146.95607,-0.34230044,20.3314,18.40925,17.24457,16.75752,16.39138,21.36172,19.55603,18.39683,17.948,17.58122,0.1346802,1.922146,1.164679,0.487051,0.3661423,GALAXY,-1.030327,-1.14678,-1.152256,-1.190483,-1.189844
1237650795146576030,146.85983,-0.80890165,20.48169,18.43277,17.1528,16.59646,16.1317,22.00753,20.02656,18.66349,18.12037,17.59916,0.1265899,2.048916,1.279978,0.5563354,0.464756,GALAXY,-1.525845,-1.593784,-1.510695,-1.523909,-1.467453
1237650795146444862,146.59272,-0.76025604,18.68946,17.3368,16.76746,16.42205,16.23133,20.19879,19.00244,18.31018,18.03243,17.78513,0.06495924,1.352657,0.5693378,0.3454056,0.1907253,GALAXY,-1.509338,-1.66564,-1.542717,-1.610374,-1.553804
1237650795146575935,146.8577,-0.66285236,19.48057,18.02437,17.38439,17.03635,17.02572,21.83198,20.65369,19.96015,19.68015,19.52864,0.08429205,1.456198,0.6399841,0.3480377,0.01063156,GALAXY,-2.351408,-2.629322,-2.575766,-2.643795,-2.502922
1237651800158896649,146.72794,-0.55687994,20.23033,18.12348,17.19877,19.19176,16.26184,21.10466,19.16499,18.23264,20.53871,17.31179,0.08931196,2.106852,0.9247093,-1.992989,2.929916,GALAXY,-0.8743343,-1.041508,-1.033875,-1.346956,-1.049953
1237660412115091678,142.58776,7.2826181,21.36821,19.15911,17.77816,17.24527,16.91794,22.5174,20.4748,19.15499,18.75747,18.32483,0.2221996,2.209105,1.380941,0.5328979,0.3273258,GALAXY,-1.149191,-1.315699,-1.376822,-1.512207,-1.406891
1237660412114894913,142.13813,7.3432983,20.01719,18.07851,17.07634,16.64284,16.30456,20.92558,19.04731,18.05091,17.65118,17.35456,0.1124313,1.938688,1.002163,0.4335079,0.3382759,GALAXY,-0.9083824,-0.9687996,-0.9745712,-1.008343,-1.050003
1237658492800008505,142.64814,7.5982855,26.24948,20.76896,19.03872,18.34071,17.95811,25.68372,21.59503,19.95421,19.2536,18.79817,0.4105773,5.480516,1.73024,0.6980133,0.3825989,GALAXY,0.5657558,-0.8260727,-0.9154873,-0.912899,-0.8400612
1237660412651962639,142.49768,7.6200661,21.0145,19.06734,17.69288,17.13348,16.75817,22.43575,20.32221,18.99224,18.54069,18.08417,0.2191904,1.947157,1.374462,0.5594006,0.3753071,GALAXY,-1.421246,-1.254869,-1.299358,-1.407213,-1.325998
1237660412114895061,142.18053,7.1705174,18.73124,17.77796,17.15424,16.78761,16.66186,20.44777,19.51525,18.83022,18.51185,18.44664,0.1890972,0.9532719,0.6237202,0.3666363,0.1257496,GALAXY,-1.71653,-1.737282,-1.675974,-1.724241,-1.784779
1237658492800008419,142.6594,7.5166378,19.74456,18.07312,17.15279,16.7347,16.43407,21.28218,19.65558,18.80547,18.37599,18.01679,0.1350653,1.671442,0.9203281,0.4180927,0.3006287,GALAXY,-1.537615,-1.582462,-1.652674,-1.641291,-1.58272
1237658492800008303,142.53266,7.5280821,19.36587,17.40622,16.53212,16.12747,15.8153,20.92775,19.08165,18.36696,17.97239,17.62171,0.09341609,1.959652,0.8740978,0.4046459,0.3121719,GALAXY,-1.561884,-1.675434,-1.834845,-1.844915,-1.80641
1237658492800008265,142.66456,7.4653371,20.29217,18.21518,17.192,16.76363,16.47227,20.95148,18.9776,18.05903,17.63638,17.31162,0.1348007,2.076986,1.023184,0.4283638,0.2913609,GALAXY,-0.6593113,-0.7624168,-0.8670387,-0.8727455,-0.8393459
1237658492799942816,142.41427,7.5677042,19.18157,17.87738,17.28152,16.93456,16.67439,20.80751,19.44453,18.86482,18.61292,18.24726,0.09326623,1.304184,0.5958576,0.3469696,0.2601604,GALAXY,-1.625944,-1.567148,-1.5833,-1.678362,-1.572863
1237658492799877294,142.28185,7.3837171,19.50818,17.58076,16.74445,16.34637,16.05242,20.54251,18.59347,17.79077,17.45275,17.07761,0.06091119,1.927427,0.8363018,0.3980827,0.2939491,GALAXY,-1.034328,-1.012711,-1.046314,-1.106377,-1.025188
1237658492799942805,142.41549,7.4533836,18.2232,17.40136,17.19724,16.93967,16.89378,19.12606,18.45756,18.4237,18.3023,18.13094,0.0660338,0.8218403,0.2041168,0.2575684,0.04589653,GALAXY,-0.9028625,-1.056204,-1.226456,-1.362627,-1.237164
1237658492800008377,142.59621,7.6240978,20.24295,18.49817,17.42418,16.89621,16.538,21.48904,19.74145,18.80835,18.28309,17.87476,0.2138544,1.74478,1.073997,0.5279675,0.3582077,GALAXY,-1.246086,-1.243277,-1.384171,-1.386883,-1.336756
1237658300600811745,142.46955,6.4246362,20.56458,19.13364,18.35684,18.1766,18.04642,20.76286,19.42199,18.66948,18.45958,18.35588,0.4094793,1.430937,0.7768059,0.1802387,0.1301765,GALAXY,-0.1982784,-0.2883472,-0.3126373,-0.2829838,-0.309454
1237658492262940810,142.16436,6.9998798,20.60653,18.66419,17.31889,16.82688,16.47117,21.74353,19.80818,18.51375,18.06107,17.71718,0.2135188,1.942347,1.345299,0.4920044,0.3557129,GALAXY,-1.137001,-1.143995,-1.194866,-1.234186,-1.246006
1237660411577958602,142.07899,6.9072188,20.29815,18.53255,17.27483,16.76625,16.38304,21.40247,19.90334,18.64732,18.18284,17.89721,0.18905,1.765594,1.257727,0.5085754,0.383213,GALAXY,-1.104326,-1.370787,-1.372498,-1.416592,-1.514175
1237658425156698291,142.10071,6.7547101,20.02168,18.49091,17.76467,17.31486,17.03687,21.06069,19.60004,18.94794,18.48298,18.12881,0.06448947,1.530767,0.7262478,0.4498043,0.2779942,GALAXY,-1.039013,-1.109127,-1.183271,-1.168119,-1.091944
1237660411578024236,142.2497,6.8941211,19.15563,18.1591,17.63697,17.31608,17.13775,21.43574,20.54309,19.89577,19.66341,19.51651,0.07509184,0.9965343,0.5221214,0.3208904,0.1783295,GALAXY,-2.280106,-2.383991,-2.258801,-2.347324,-2.378759
1237660411578089611,142.35883,6.8348729,20.17256,18.46543,17.52435,17.02235,16.68124,21.22778,19.68762,18.66602,18.25813,17.982,0.1396146,1.70713,0.941082,0.5020027,0.3411102,GALAXY,-1.055216,-1.222191,-1.141668,-1.235779,-1.300762
1237658492263006414,142.38528,7.0456176,18.7439,16.92078,16.13173,15.75612,15.44632,20.04564,18.26558,17.51632,17.1883,16.74548,0.07472111,1.823128,0.7890434,0.3756113,0.309804,GALAXY,-1.301739,-1.344807,-1.384584,-1.432178,-1.299164
1237660411578155140,142.50583,6.9666802,21.16635,18.91831,17.57355,17.0607,16.74506,22.36326,20.14591,18.79121,18.41707,18.07616,0.2242989,2.248034,1.344765,0.5128517,0.3156376,GALAXY,-1.196911,-1.227596,-1.217657,-1.356369,-1.331097
1237658492263006336,142.27448,7.0697136,20.15797,18.27587,17.35326,16.95671,16.61835,20.88545,18.99931,18.10307,17.78469,17.38094,0.0907716,1.882095,0.922617,0.3965473,0.338356,GALAXY,-0.727478,-0.7234344,-0.7498093,-0.8279819,-0.7625828
1237658425156763818,142.35091,6.7167273,19.66251,18.39355,17.62588,17.21794,16.99099,20.8379,19.61047,18.86769,18.44707,18.14953,0,1.268957,0.7676754,0.4079361,0.2269554,GALAXY,-1.175392,-1.216921,-1.241812,-1.229134,-1.158546
1237658425156698328,142.16881,6.7749752,18.83022,17.912,17.59468,17.33876,17.24813,20.0169,19.21908,18.98644,18.72229,18.58836,0.09199782,0.9182205,0.3173275,0.2559109,0.09063148,GALAXY,-1.186676,-1.307074,-1.391762,-1.38353,-1.340225
1237660411577958626,142.11377,6.833185,20.60303,18.70414,17.5677,17.15676,16.90608,21.33879,19.44024,18.34608,17.96904,17.8109,0.2125861,1.898891,1.136446,0.4109383,0.2506752,GALAXY,-0.7357597,-0.7361012,-0.7783833,-0.8122826,-0.9048214
1237660411578090096,142.3685,6.814699,20.95619,19.79017,18.07405,17.46764,17.00302,22.63958,21.56671,19.76777,19.25957,18.8779,0.3224024,1.166019,1.716124,0.6064053,0.4646225,GALAXY,-1.68339,-1.776541,-1.693718,-1.791929,-1.874882
1237660412114829618,142.06301,7.1526787,20.1782,18.44611,17.48185,16.98973,16.61762,21.40071,19.89737,18.9155,18.42499,18.13078,0.09112339,1.732084,0.9642658,0.492115,0.3721142,GALAXY,-1.222509,-1.451254,-1.433653,-1.435257,-1.513157
1237660412114829525,141.93364,7.1852502,18.7134,17.47191,16.8131,16.44485,16.18439,20.22349,19.19863,18.53215,18.18725,18.0066,0.08283091,1.241482,0.6588154,0.3682537,0.2604504,GALAXY,-1.510092,-1.726713,-1.719048,-1.742405,-1.822206
1237658492262940801,142.13765,7.1499669,20.1651,18.42524,17.51561,17.03944,16.65625,21.36266,19.56912,18.75822,18.34566,17.98957,0.08375183,1.739861,0.9096317,0.4761677,0.383194,GALAXY,-1.197556,-1.143877,-1.242605,-1.306219,-1.333317
1237658492262875444,142.00701,7.1271148,19.08519,17.70997,17.23864,17.00555,16.67378,21.77888,20.33377,19.9511,19.81903,19.52827,0.06669386,1.375223,0.4713326,0.2330894,0.3317699,GALAXY,-2.693687,-2.623802,-2.712463,-2.81348,-2.854496
1237658492799811824,142.06318,7.5095004,20.4318,18.42825,17.49754,17.04073,16.71694,21.18419,19.04932,18.19302,17.76993,17.4516,0.1123048,2.00355,0.9307079,0.4568138,0.3237877,GALAXY,-0.7523975,-0.6210747,-0.6954842,-0.7292042,-0.7346668
1237658492799680656,141.91808,7.4044086,21.16893,18.43699,17.23066,16.72254,16.4453,22.34429,19.90047,18.794,18.30159,18.00393,0.1903585,2.731937,1.206337,0.5081177,0.2772446,GALAXY,-1.175358,-1.463474,-1.563345,-1.579054,-1.558634
1237660412114829535,141.93041,7.2513073,19.80035,17.80402,16.8941,16.454,16.12994,20.69192,18.74982,17.88841,17.45402,17.17374,0.07749949,1.996334,0.9099159,0.4401016,0.3240604,GALAXY,-0.891571,-0.9457989,-0.9943066,-1.000021,-1.043804
1237660412114829552,141.96816,7.2514959,17.59509,15.92871,15.12044,14.72377,14.37801,20.60851,18.87985,17.9547,17.5541,17.23046,0.07804582,1.666371,0.8082733,0.3966675,0.345767,GALAXY,-3.01342,-2.951133,-2.834262,-2.830327,-2.852459
1237660412651700425,141.97061,7.6327655,20.25095,18.4021,17.43884,17.05268,16.74209,21.19136,19.46499,18.52467,18.14348,17.90634,0.1121778,1.848845,0.9632568,0.3861694,0.310585,GALAXY,-0.9404182,-1.062891,-1.085829,-1.090805,-1.164249
1237660412651700482,142.01425,7.6536097,19.26718,17.34505,16.41026,15.98269,15.63467,20.57275,18.80048,17.89721,17.46523,17.20194,0.077706,1.922129,0.9347973,0.4275703,0.3480148,GALAXY,-1.305567,-1.455427,-1.486954,-1.482548,-1.567266
1237660412114894881,142.12051,7.1693048,17.74244,16.76665,16.37597,16.05831,15.96358,19.43329,18.59409,18.18848,17.93263,17.8679,0.06603763,0.97579,0.3906765,0.317667,0.09472656,GALAXY,-1.690851,-1.827442,-1.812508,-1.874327,-1.904318
1237658492799811959,142.08038,7.493323,20.43589,18.68938,17.81908,17.35288,17.0105,21.7769,20.21449,19.4094,18.94077,18.48705,0.1119495,1.746511,0.8703041,0.4661999,0.3423805,GALAXY,-1.341009,-1.525108,-1.590322,-1.587896,-1.476555
1237660412651700431,141.97892,7.608122,20.45764,18.61581,17.7487,17.37402,17.04774,21.26138,19.67934,18.82658,18.44756,18.20601,0.09396601,1.841831,0.867115,0.3746815,0.3262787,GALAXY,-0.8037338,-1.063532,-1.077885,-1.073544,-1.15827
1237658492799811855,142.11035,7.4948812,18.67563,17.4222,16.88565,16.53803,16.34879,20.47686,19.11545,18.63299,18.29489,18.08673,0.07398189,1.253429,0.5365448,0.3476276,0.1892414,GALAXY,-1.801231,-1.693247,-1.747332,-1.756861,-1.737942
1237660412651700489,142.01768,7.6354645,20.5775,18.58551,17.71697,17.3027,17.03301,21.42732,19.48836,18.65713,18.24387,18.03204,0.09416023,1.991991,0.8685417,0.4142704,0.2696915,GALAXY,-0.8498211,-0.9028473,-0.9401627,-0.9411736,-0.9990311
1237658492799746349,142.0644,7.4865612,18.77619,17.90024,17.49245,17.16561,17.02422,20.16457,19.18854,18.93077,18.59514,18.44982,0.1118734,0.875946,0.4077911,0.3268452,0.1413841,GALAXY,-1.388378,-1.288294,-1.438318,-1.429537,-1.425598
1237661063876313248,142.56918,8.2944769,19.79894,17.9359,16.94149,16.55075,16.22346,20.9177,19.02723,18.09434,17.82391,17.43522,0.1342483,1.863037,0.9944115,0.3907394,0.3272877,GALAXY,-1.118759,-1.091326,-1.152855,-1.273163,-1.21176
1237660413188964770,142.86468,8.2119032,19.08949,17.98767,17.62905,17.35069,17.397,21.44387,20.41334,20.15501,19.78434,19.51554,0.0786569,1.101822,0.3586235,0.2783623,-0.04630852,GALAXY,-2.354372,-2.425671,-2.525959,-2.433649,-2.118546
1237661063876313381,142.69349,8.2821169,19.71118,18.47019,17.64956,17.23316,16.9224,21.49729,20.23197,19.53713,19.17894,18.63892,0.1833448,1.240992,0.8206291,0.4164047,0.3107605,GALAXY,-1.786104,-1.76178,-1.887569,-1.945784,-1.716524
1237660413188833458,142.47758,8.1287557,18.31649,17.12731,16.62851,16.30884,16.12011,20.63158,19.28167,18.75113,18.48489,18.1538,0.0773503,1.189188,0.4987984,0.3196659,0.188736,GALAXY,-2.315084,-2.154364,-2.122618,-2.176048,-2.033695
1237660413188965026,142.83718,8.2561733,24.1072,20.61915,19.04288,18.22253,17.81936,23.95712,21.9438,20.49366,19.61382,19.02805,0.3273441,3.488058,1.576262,0.8203506,0.4031734,GALAXY,0.1500893,-1.324654,-1.450775,-1.391285,-1.208685
1237661063876247842,142.48384,8.266625,22.56295,20.60145,18.89547,18.2676,17.83057,23.33678,21.38136,19.70963,19.16078,18.71307,0.3782567,1.9615,1.70598,0.6278763,0.437027,GALAXY,-0.7738266,-0.7799034,-0.8141537,-0.8931808,-0.8824997
1237661063876116664,142.2064,8.2468407,19.03992,17.65971,16.86743,16.49313,16.20692,20.96109,19.55639,18.5959,18.22689,17.9954,0.1083823,1.380207,0.7922764,0.3743,0.2862072,GALAXY,-1.921171,-1.896685,-1.728466,-1.733755,-1.788479
1237660413188964616,142.82628,8.1495546,18.73543,17.68998,17.21594,16.85404,16.69218,20.27217,19.44041,19.24539,18.79376,18.45848,0.0801017,1.045452,0.4740314,0.3619022,0.1618614,GALAXY,-1.536743,-1.750431,-2.029446,-1.939722,-1.766298
1237660413188767970,142.3383,8.1391195,19.16849,17.52399,16.50187,16.02396,15.69826,21.9279,20.07499,19.031,18.6105,18.17755,0.1670938,1.644503,1.022114,0.4779129,0.3256989,GALAXY,-2.759411,-2.551001,-2.529131,-2.586536,-2.47929
1237660413188964558,142.75252,8.1980458,20.75674,18.73678,17.62328,17.15215,16.87427,21.75266,19.91706,18.92983,18.43527,18.07189,0.167018,2.019957,1.113506,0.4711266,0.2778797,GALAXY,-0.9959183,-1.180279,-1.306553,-1.283125,-1.197617
1237661063876247844,142.4952,8.2546864,21.50296,20.22768,18.28246,17.688,17.32612,22.7543,21.4793,19.57733,19.09022,18.67703,0.3776087,1.275282,1.945225,0.5944595,0.3618774,GALAXY,-1.251341,-1.251617,-1.29487,-1.402225,-1.350908
1237660413188964976,142.8261,8.1867792,26.61953,20.96897,19.26652,18.57719,18.27391,25.65658,22.11907,20.48534,19.80461,19.35569,0.3899824,5.650557,1.70245,0.689333,0.3032818,GALAXY,0.9629478,-1.150097,-1.218819,-1.227425,-1.081781
1237661063876313350,142.60603,8.3063752,21.74247,19.57522,17.78027,17.20448,16.90863,23.9754,21.33156,19.73171,19.27905,18.82396,0.3053643,2.167253,1.79495,0.5757904,0.2958488,GALAXY,-2.232933,-1.756344,-1.951447,-2.074574,-1.915327
1237660413188636857,142.02638,8.0346217,19.69759,17.8403,16.65903,16.19211,15.87715,21.01485,19.22404,18.08735,17.64116,17.29761,0.1887899,1.85729,1.181273,0.4669209,0.3149595,GALAXY,-1.317257,-1.383736,-1.428316,-1.449047,-1.420457
1237658493336813771,142.37448,7.9429732,20.78468,18.83162,17.47435,17.00448,16.69367,21.7407,19.91891,18.64993,18.23331,17.80937,0.2222309,1.953056,1.357277,0.4698715,0.3108044,GALAXY,-0.9560165,-1.087284,-1.175581,-1.228836,-1.115698
1237660412651765929,142.08296,7.7127562,19.30327,18.06339,17.50221,17.14581,17.03865,21.00737,20.09586,19.4773,19.15095,19.02925,0.0743892,1.239874,0.561182,0.3564053,0.1071606,GALAXY,-1.704102,-2.032463,-1.975092,-2.005146,-1.990599
1237660413188636890,142.08942,8.0246014,20.50315,18.52813,17.61535,17.24854,16.93395,21.4859,19.5547,18.65736,18.29772,17.98684,0.1201848,1.975023,0.9127808,0.3668098,0.3145885,GALAXY,-0.9827518,-1.026571,-1.042013,-1.049181,-1.052895
1237658493336682619,142.0535,7.8733175,19.83611,17.95014,16.8734,16.43368,16.06792,21.14899,19.17948,18.1968,17.82972,17.40639,0.1334206,1.885967,1.076738,0.439724,0.3657608,GALAXY,-1.312883,-1.22934,-1.323399,-1.396038,-1.338474
1237660412651897012,142.3251,7.8043449,20.33751,18.52236,17.56279,17.14249,16.82227,21.32983,19.57658,18.65131,18.31647,17.96366,0.1116898,1.815147,0.9595699,0.4203072,0.320219,GALAXY,-0.9923172,-1.054213,-1.088516,-1.173985,-1.14139
1237658493336682656,142.06293,7.9849508,20.31098,18.50152,17.525,17.1212,16.78786,21.21501,19.46373,18.57502,18.19681,17.80469,0.1345316,1.809462,0.9765205,0.4037952,0.3333454,GALAXY,-0.904026,-0.9622135,-1.050018,-1.075603,-1.016832
1237660412651897018,142.32915,7.7818806,20.3229,18.39697,17.50925,17.12817,16.832,21.38237,19.46272,18.59699,18.29806,17.97581,0.08450734,1.925934,0.8877125,0.3810787,0.2961731,GALAXY,-1.059469,-1.065754,-1.087736,-1.169882,-1.143814
1237658493336748308,142.30841,7.9484535,20.76537,19.15277,17.76043,17.26041,16.91005,21.76122,20.15989,18.83172,18.38271,17.93088,0.2233652,1.6126,1.392347,0.5000153,0.350359,GALAXY,-0.9958496,-1.007114,-1.071299,-1.122301,-1.020824
1237658493336617181,141.97083,7.7975306,19.35566,17.42869,16.38338,15.94021,15.61884,20.88769,18.91353,17.97298,17.55994,17.21085,0.132508,1.926971,1.045315,0.4431629,0.3213711,GALAXY,-1.532032,-1.484837,-1.589603,-1.619726,-1.59201
1237658493336748150,142.189,7.9104059,20.22468,18.1495,17.08658,16.68292,16.321,21.85376,19.76734,18.8188,18.48481,17.99845,0.136037,2.075184,1.062918,0.4036636,0.3619175,GALAXY,-1.629076,-1.617844,-1.732222,-1.801889,-1.677448
1237658493336682678,142.10628,7.8790761,19.38276,17.5474,16.51565,16.0854,15.7548,20.642,18.95628,18.05448,17.68554,17.29033,0.1350948,1.835356,1.031757,0.4302502,0.330596,GALAXY,-1.259245,-1.408878,-1.538837,-1.600143,-1.535529
1237660412651831495,142.20373,7.7798992,19.82986,18.07512,17.06784,16.59251,16.23242,21.6577,20.06238,19.10865,18.64313,18.30866,0.144016,1.754734,1.007284,0.4753304,0.3600903,GALAXY,-1.827839,-1.987259,-2.040808,-2.050615,-2.076237
1237658493336748202,142.25672,7.8433837,19.84152,17.87329,16.88985,16.47899,16.16076,20.85206,18.77767,17.86646,17.52873,17.08746,0.1333924,1.968225,0.9834461,0.4108601,0.3182316,GALAXY,-1.01054,-0.904377,-0.9766178,-1.049744,-0.9267082
1237660412651896867,142.36339,7.7130352,24.28936,24.88162,18.53575,17.5576,17.49654,24.30411,24.88205,18.73736,17.94037,17.76599,0.09096065,-0.5922604,6.345863,0.9781513,0.06105804,GALAXY,-0.01474953,-0.0004329681,-0.2016048,-0.3827667,-0.2694492
1237660412651831529,142.2993,7.7700926,19.38477,17.45584,16.52174,16.06102,15.73381,20.6237,18.73104,17.79256,17.32904,17.03349,0.07456502,1.92893,0.9341011,0.4607162,0.3272066,GALAXY,-1.238935,-1.275206,-1.270823,-1.268023,-1.299676
1237661063876575438,143.17799,8.3912623,19.72139,18.1006,17.01945,16.57961,16.23187,21.37012,19.69622,18.72714,18.23314,17.82895,0.1672879,1.620789,1.081146,0.4398422,0.3477402,GALAXY,-1.648726,-1.595619,-1.707687,-1.65353,-1.59708
1237660413189095646,143.09464,8.2962471,20.79003,18.6227,17.50957,17.08157,16.69812,21.60898,19.51377,18.47929,18.06768,17.61869,0.1254151,2.167336,1.113129,0.4280014,0.3834457,GALAXY,-0.8189526,-0.8910732,-0.9697227,-0.9861183,-0.9205666
1237661063876510272,143.08368,8.3641694,22.66665,21.44119,19.33934,18.5246,18.06894,24.11783,22.22529,20.52511,19.68982,19.03976,0.4382116,1.225458,2.101854,0.8147373,0.4556541,GALAXY,-1.451181,-0.7841015,-1.185778,-1.16522,-0.9708118
1237661063876444369,142.9913,8.4064217,18.78229,17.76324,17.33806,16.96684,16.88617,19.649,18.66142,18.5425,18.15073,17.95334,0.106665,1.019049,0.4251785,0.3712158,0.08067513,GALAXY,-0.8667164,-0.8981857,-1.204445,-1.183889,-1.067173
1237661063876575357,143.20101,8.4210422,20.57397,18.28249,17.2212,16.79725,16.41993,21.7186,19.3963,18.50147,18.04057,17.59559,0.1346668,2.291477,1.061291,0.4239502,0.3773193,GALAXY,-1.144627,-1.113804,-1.280273,-1.243319,-1.175655
1237660413189161143,143.24543,8.2639762,19.77992,18.32784,17.55842,17.11703,16.84904,21.03004,19.60265,18.95171,18.49328,18.17104,0.05158616,1.452087,0.7694187,0.4413891,0.2679844,GALAXY,-1.250114,-1.274813,-1.393291,-1.376251,-1.321993
1237660413189095696,143.1403,8.2480596,21.07256,18.78232,17.46269,16.99199,16.66337,21.91584,19.82956,18.58735,18.12856,17.75575,0.2216394,2.290239,1.319628,0.4707031,0.3286152,GALAXY,-0.8432884,-1.047239,-1.12466,-1.136572,-1.092377
